Name,Born,Year,Age,Team,Lg,Round,W/L,Opp,G,W,L,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP_PerG,PTS_PerG,TRB_PerG,AST_PerG
E'Twaun Moore,1989-02-25,2018,28,NOP,2018,,W,POR,4,4,0,114,12,27,2,8,4,7,4,15,6,4,0,3,8,30,.444,.250,.571,28.5,7.5,3.8,1.5
E'Twaun Moore,1989-02-25,2018,28,NOP,2018,,L,GSW,5,1,4,170,29,61,7,17,7,9,2,8,9,2,1,8,12,72,.475,.412,.778,34.0,14.4,1.6,1.8
Troy Williams,1994-12-30,2017,22,HOU,2017,,W,OKC,1,1,0,4,0,1,0,1,0,0,1,2,0,0,0,1,0,0,.000,.000,,3.6,0.0,2.0,0.0
Terrence Williams,1987-06-28,2013,25,BOS,2013,,L,NYK,5,2,3,48,2,10,0,3,1,2,1,10,6,0,1,4,3,5,.200,.000,.500,9.6,1.0,2.0,1.2
Greg Monroe,1990-06-04,2018,27,BOS,2018,,L,CLE,4,2,2,33,7,9,0,0,4,6,2,10,1,1,0,4,5,18,.778,,.667,8.1,4.5,2.5,0.3
Greg Monroe,1990-06-04,2019,28,PHI,2019,,W,BRK,4,4,0,41,8,20,1,3,2,3,7,18,2,4,1,2,4,19,.400,.333,.667,10.3,4.8,4.5,0.5
D.J. Wilson,1996-02-19,2019,22,MIL,2019,,W,BOS,2,1,1,9,2,5,0,2,0,0,0,2,1,0,0,2,1,4,.400,.000,,4.4,2.0,1.0,0.5
D.J. Wilson,1996-02-19,2019,22,MIL,2019,,L,TOR,2,1,1,7,0,2,0,0,2,2,0,2,0,0,1,1,2,2,.000,,1.000,3.5,1.0,1.0,0.0
Troy Williams,1994-12-30,2017,22,HOU,2017,,L,SAS,4,2,2,15,0,8,0,4,1,2,1,5,1,0,0,1,0,1,.000,.000,.500,3.7,0.3,1.3,0.3
Greg Monroe,1990-06-04,2019,28,PHI,2019,,L,TOR,6,2,4,49,8,20,0,1,5,6,7,13,2,1,3,2,7,21,.400,.000,.833,8.1,3.5,2.2,0.3
Shelden Williams,1983-10-21,2010,26,BOS,2010,,W,MIA,1,1,0,18,1,4,0,0,0,0,2,6,0,0,0,1,1,2,.250,,,18.5,2.0,6.0,0.0
Shelden Williams,1983-10-21,2010,26,BOS,2010,,W,CLE,3,2,1,11,3,3,0,0,3,4,0,2,0,1,0,0,1,9,1.000,,.750,3.6,3.0,0.7,0.0
Shelden Williams,1983-10-21,2010,26,BOS,2010,,W,ORL,2,1,1,10,0,0,0,0,2,2,0,1,0,0,0,1,2,2,,,1.000,4.8,1.0,0.5,0.0
Shelden Williams,1983-10-21,2010,26,BOS,2010,,L,LAL,2,1,1,18,0,2,0,0,0,0,0,4,0,0,0,4,4,0,.000,,,9.2,0.0,2.0,0.0
Jerry Stackhouse,1974-11-05,2010,35,MIL,2010,,L,ATL,7,3,4,144,14,43,5,15,18,20,1,12,8,5,1,5,4,51,.326,.333,.900,20.6,7.3,1.7,1.1
Tiago Splitter,1985-01-01,2011,26,SAS,2011,,L,MEM,3,1,2,50,10,16,0,0,0,3,7,14,1,3,1,2,4,20,.625,,.000,16.7,6.7,4.7,0.3
Bobby Brown,1984-09-24,2017,32,HOU,2017,,W,OKC,1,1,0,4,1,3,1,2,0,0,0,1,0,0,0,0,0,3,.333,.500,,3.6,3.0,1.0,0.0
Jerry Stackhouse,1974-11-05,2013,38,BRK,2013,,L,CHI,4,1,3,28,1,10,0,7,3,4,1,4,0,0,0,2,2,5,.100,.000,.750,7.0,1.3,1.0,0.0
Bruce Brown,1996-08-15,2019,22,DET,2019,,L,MIL,4,0,4,57,5,14,1,5,2,2,1,8,2,2,1,2,8,13,.357,.200,1.000,14.2,3.3,2.0,0.5
Marreese Speights,1987-08-04,2009,21,PHI,2009,,L,ORL,3,1,2,29,3,7,0,0,3,4,3,6,0,0,0,0,5,9,.429,,.750,9.7,3.0,2.0,0.0
Malcolm Brogdon,1992-12-11,2017,24,MIL,2017,,L,TOR,6,2,4,183,22,55,10,21,0,0,3,26,21,3,2,12,12,54,.400,.476,,30.5,9.0,4.3,3.5
MarShon Brooks,1989-01-26,2013,24,BRK,2013,,L,CHI,7,3,4,40,3,8,0,1,2,2,1,5,3,0,0,3,3,8,.375,.000,1.000,5.7,1.1,0.7,0.4
Tiago Splitter,1985-01-01,2012,27,SAS,2012,,W,UTA,3,3,0,46,10,21,0,0,4,9,1,11,1,3,2,1,5,24,.476,,.444,15.2,8.0,3.7,0.3
Tiago Splitter,1985-01-01,2012,27,SAS,2012,,W,LAC,4,4,0,69,13,17,0,0,3,11,5,14,1,2,2,4,11,29,.765,,.273,17.3,7.3,3.5,0.3
Aaron Brooks,1985-01-14,2009,24,HOU,2009,,W,POR,6,4,2,188,34,76,13,29,11,18,3,17,26,2,0,7,15,92,.447,.448,.611,31.3,15.3,2.8,4.3
Bobby Brown,1984-09-24,2017,32,HOU,2017,,L,SAS,4,2,2,18,9,17,4,9,0,0,0,1,1,0,0,0,1,22,.529,.444,,4.5,5.5,0.3,0.3
Marreese Speights,1987-08-04,2011,23,PHI,2011,,L,MIA,2,0,2,21,2,12,0,0,0,0,1,6,1,0,1,0,4,4,.167,,,10.4,2.0,3.0,0.5
Marreese Speights,1987-08-04,2012,24,MEM,2012,,L,LAC,7,3,4,100,20,41,0,0,6,10,13,30,2,3,3,5,13,46,.488,,.600,14.3,6.6,4.3,0.3
Malcolm Brogdon,1992-12-11,2018,25,MIL,2018,,L,BOS,7,3,4,186,24,55,5,19,8,10,3,24,17,1,0,12,14,61,.436,.263,.800,26.6,8.7,3.4,2.4
Malcolm Brogdon,1992-12-11,2019,26,MIL,2019,,W,BOS,1,1,0,17,4,8,1,3,1,2,0,3,4,0,1,0,1,10,.500,.333,.500,16.6,10.0,3.0,4.0
Tiago Splitter,1985-01-01,2012,27,SAS,2012,,L,OKC,6,2,4,53,7,9,0,0,9,23,2,11,8,0,0,4,8,23,.778,,.391,8.8,3.8,1.8,1.3
Tiago Splitter,1985-01-01,2013,28,SAS,2013,,W,LAL,3,3,0,71,5,14,0,1,5,6,6,12,7,2,2,6,7,15,.357,.000,.833,23.8,5.0,4.0,2.3
Aaron Brooks,1985-01-14,2009,24,HOU,2009,,L,LAL,7,3,4,256,43,94,14,35,26,28,1,17,18,3,3,22,14,126,.457,.400,.929,36.5,18.0,2.4,2.6
Aaron Brooks,1985-01-14,2013,28,HOU,2013,,L,OKC,6,2,4,67,13,34,1,9,3,5,3,9,11,1,1,6,3,30,.382,.111,.600,11.2,5.0,1.5,1.8
Marreese Speights,1987-08-04,2014,26,GSW,2014,,L,LAC,7,3,4,68,19,36,0,0,6,12,9,22,3,2,4,2,12,44,.528,,.500,9.7,6.3,3.1,0.4
Marreese Speights,1987-08-04,2015,27,GSW,2015,,W,NOP,4,4,0,28,3,15,0,0,1,2,5,9,3,1,3,1,5,7,.200,,.500,7.0,1.8,2.3,0.8
Malcolm Brogdon,1992-12-11,2019,26,MIL,2019,,L,TOR,6,2,4,182,31,70,13,34,6,9,6,31,20,5,0,10,15,81,.443,.382,.667,30.3,13.5,5.2,3.3
Malcolm Brogdon,1992-12-11,2020,27,IND,2020,,L,MIA,4,0,4,160,26,65,9,24,25,28,0,17,40,4,0,10,10,86,.400,.375,.893,39.9,21.5,4.3,10.0
Nazr Mohammed,1977-09-05,2010,32,CHA,2010,,L,ORL,4,0,4,48,11,19,0,0,2,3,5,8,2,1,2,1,13,24,.579,,.667,11.9,6.0,2.0,0.5
Tiago Splitter,1985-01-01,2013,28,SAS,2013,,W,GSW,5,3,2,104,12,19,0,0,8,10,6,20,5,7,2,5,13,32,.632,,.800,20.8,6.4,4.0,1.0
Tiago Splitter,1985-01-01,2013,28,SAS,2013,,W,MEM,4,4,0,105,15,22,0,0,5,7,3,12,8,1,7,4,15,35,.682,,.714,26.2,8.8,3.0,2.0
Aaron Brooks,1985-01-14,2015,30,CHI,2015,,W,MIL,6,4,2,70,12,30,7,14,2,5,2,9,6,1,1,6,13,33,.400,.500,.400,11.7,5.5,1.5,1.0
Aaron Brooks,1985-01-14,2015,30,CHI,2015,,L,CLE,6,2,4,62,9,31,1,12,2,2,1,9,5,2,0,3,3,21,.290,.083,1.000,10.4,3.5,1.5,0.8
Marreese Speights,1987-08-04,2015,27,GSW,2015,,W,MEM,3,1,2,23,7,14,0,0,7,11,0,7,0,2,0,2,6,21,.500,,.636,7.6,7.0,2.3,0.0
Marreese Speights,1987-08-04,2015,27,GSW,2015,,W,CLE,3,2,1,16,4,13,0,0,1,2,3,5,1,1,0,1,3,9,.308,,.500,5.3,3.0,1.7,0.3
Nazr Mohammed,1977-09-05,2011,33,OKC,2011,,W,DEN,5,4,1,55,3,12,0,0,0,2,2,10,0,1,2,2,13,6,.250,,.000,11.0,1.2,2.0,0.0
Nazr Mohammed,1977-09-05,2011,33,OKC,2011,,W,MEM,7,4,3,86,11,21,0,0,4,8,6,19,0,3,4,3,14,26,.524,,.500,12.3,3.7,2.7,0.0
Tiago Splitter,1985-01-01,2013,28,SAS,2013,,L,MIA,7,3,4,107,13,29,0,0,8,10,6,14,3,5,3,9,11,34,.448,,.800,15.4,4.9,2.0,0.4
