Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
John Henson,1990-12-28,1,2014-15,24,MIL,NBA,C,6,0,153,8.1,13.8,.585,0.0,0.3,.000,8.1,13.5,.600,1.7,4.7,.357,7.1,9.1,16.2,1.3,1.7,3.4,3.7,4.7,17.9,100,102
John Henson,1990-12-28,1,2016-17,26,MIL,NBA,C,2,0,12,4.4,17.7,.250,0.0,0.0,,4.4,17.7,.250,4.4,4.4,1.000,8.8,8.8,17.7,0.0,4.4,0.0,4.4,4.4,13.3,77,99
Andrew Bogut,1984-11-28,0,2014-15,30,GSW,NBA,C,67,65,1583,6.2,11.0,.563,0.0,0.0,,6.2,11.0,.563,0.7,1.3,.524,4.4,12.4,16.8,5.6,1.2,3.5,3.3,5.8,13.0,110,97
Andrew Bogut,1984-11-28,0,2015-16,31,GSW,NBA,C,70,66,1451,5.8,9.3,.627,0.0,0.0,1.000,5.8,9.3,.626,0.8,1.7,.480,4.0,12.4,16.4,5.4,1.1,3.8,2.8,7.4,12.5,120,99
Bojan Bogdanović,1989-04-18,0,2017-18,28,IND,NBA,SF,80,80,2464,8.2,17.3,.474,3.1,7.8,.402,5.1,9.5,.534,3.6,4.2,.868,0.6,4.9,5.5,2.4,1.1,0.2,2.2,2.6,23.1,114,112
Bojan Bogdanović,1989-04-18,0,2018-19,29,IND,NBA,SF,81,81,2573,9.9,20.0,.497,3.1,7.3,.425,6.8,12.6,.538,4.7,5.8,.807,0.6,5.7,6.3,3.1,1.3,0.0,2.5,2.6,27.6,114,110
Roy Hibbert,1986-12-11,1,2013-14,27,IND,NBA,C,19,19,542,6.6,14.7,.449,0.0,0.1,.000,6.6,14.6,.452,4.4,5.7,.772,4.4,6.1,10.5,1.7,0.4,2.6,2.5,6.2,17.6,104,106
Blake Griffin,1989-03-16,0,2017-18,28,DET,NBA,PF,25,25,831,10.9,25.1,.433,2.8,8.1,.348,8.0,17.0,.473,5.2,6.7,.784,1.6,8.3,10.0,9.3,0.7,0.5,4.0,3.7,29.8,108,109
Blake Griffin,1989-03-16,0,2018-19,29,DET,NBA,PF,75,75,2622,11.6,25.2,.462,3.6,9.8,.362,8.1,15.4,.525,7.8,10.3,.753,1.9,8.7,10.6,7.6,1.0,0.5,4.8,3.7,34.6,113,110
John Henson,1990-12-28,1,2017-18,27,MIL,NBA,C,2,2,74,6.3,9.1,.692,0.0,0.0,,6.3,9.1,.692,0.7,1.4,.500,2.8,5.6,8.4,3.5,0.0,4.9,2.8,2.8,13.4,118,110
Andrew Bogut,1984-11-28,0,2016-17,32,TOT,NBA,C,27,21,583,3.4,7.2,.469,0.0,0.1,.000,3.4,7.1,.475,0.3,1.0,.273,5.0,14.5,19.5,4.4,1.2,2.2,3.8,7.7,7.1,93,104
Andrew Bogut,1984-11-28,0,2016-17,32,DAL,NBA,C,26,21,582,3.4,7.2,.469,0.0,0.1,.000,3.4,7.2,.475,0.3,1.0,.273,5.0,14.5,19.5,4.4,1.2,2.2,3.8,7.5,7.1,93,104
Bojan Bogdanović,1989-04-18,0,2019-20,30,UTA,NBA,SF,63,63,2083,9.8,21.8,.447,4.4,10.7,.414,5.4,11.2,.479,5.8,6.5,.903,0.9,5.1,6.1,3.1,0.8,0.2,3.7,2.6,29.8,111,113
Bojan Bogdanović,1989-04-18,0,2020-21,31,UTA,NBA,SF,72,72,2216,8.9,20.3,.439,4.0,10.1,.390,5.0,10.2,.487,5.1,5.8,.879,0.9,5.3,6.2,3.0,1.0,0.1,2.8,2.5,26.9,113,112
Blake Griffin,1989-03-16,0,2019-20,30,DET,NBA,PF,18,18,512,8.5,24.0,.352,2.6,10.7,.243,5.9,13.4,.439,7.3,9.4,.776,1.6,6.4,8.1,5.7,0.7,0.7,3.8,2.6,26.8,97,115
Blake Griffin,1989-03-16,0,2020-21,31,TOT,NBA,PF,46,30,1186,7.1,16.9,.423,2.9,8.4,.341,4.3,8.5,.505,3.6,4.8,.744,1.4,7.8,9.2,5.7,1.3,0.6,2.5,4.6,20.7,110,114
Andrew Bogut,1984-11-28,0,2016-17,32,CLE,NBA,C,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,,114
Andrew Bogut,1984-11-28,0,2017-18,33,LAL,NBA,C,24,5,216,3.8,5.5,.680,0.0,0.0,,3.8,5.5,.680,0.4,0.4,1.000,5.8,11.5,17.3,3.3,0.9,2.9,4.2,8.9,8.0,106,104
Bojan Bogdanović,1989-04-18,1,2014-15,25,BRK,NBA,SF,6,5,206,5.7,14.6,.390,2.7,8.2,.333,3.0,6.4,.462,1.2,1.7,.714,0.7,5.0,5.7,2.5,1.0,0.5,2.0,3.0,15.4,95,110
Bojan Bogdanović,1989-04-18,1,2016-17,27,WAS,NBA,SF,13,0,264,6.8,16.4,.414,3.0,8.5,.356,3.8,7.9,.476,5.1,6.0,.844,1.9,8.6,10.5,1.7,1.1,0.2,1.5,3.2,21.6,117,113
Keljin Blevins,1995-11-24,0,2020-21,25,POR,NBA,SF,17,0,75,3.3,13.0,.250,1.3,5.2,.250,2.0,7.8,.250,0.0,0.0,,2.0,4.6,6.5,2.6,1.3,0.0,3.3,5.2,7.8,66,119
Bogdan Bogdanović,1992-08-18,0,2017-18,25,SAC,NBA,SG,78,53,2175,8.0,18.0,.446,3.0,7.7,.392,5.0,10.3,.485,2.3,2.8,.840,0.7,4.5,5.2,6.0,1.7,0.4,2.9,4.0,21.3,107,113
Vander Blue,1992-07-17,0,2013-14,21,BOS,NBA,SG,3,0,15,6.9,13.7,.500,0.0,3.4,.000,6.9,10.3,.667,3.4,17.1,.200,0.0,10.3,10.3,3.4,0.0,0.0,6.9,3.4,17.1,64,110
Blake Griffin,1989-03-16,0,2020-21,31,DET,NBA,PF,20,20,626,6.3,17.4,.365,3.1,9.7,.315,3.3,7.7,.429,3.4,4.9,.710,0.5,7.6,8.1,6.0,1.1,0.2,2.5,3.3,19.2,101,114
Blake Griffin,1989-03-16,0,2020-21,31,BRK,NBA,PF,26,10,560,8.0,16.3,.492,2.7,7.0,.383,5.3,9.3,.574,3.7,4.7,.782,2.4,8.0,10.4,5.4,1.6,1.1,2.6,5.9,22.4,121,113
Jaron Blossomgame,1993-09-16,0,2018-19,25,CLE,NBA,SF,27,4,439,5.3,12.0,.443,1.1,4.4,.256,4.2,7.6,.552,1.1,1.5,.769,2.9,8.1,11.1,1.5,0.8,0.9,1.2,2.3,12.9,108,118
Andrew Bogut,1984-11-28,0,2018-19,34,GSW,NBA,C,11,5,134,6.4,12.8,.500,0.0,0.0,,6.4,12.8,.500,1.1,1.1,1.000,4.3,15.3,19.5,3.9,1.1,2.8,2.8,7.8,13.8,107,104
Andrew Bogut,1984-11-28,1,2012-13,28,GSW,NBA,C,12,12,327,6.1,10.5,.582,0.0,0.0,,6.1,10.5,.582,1.2,3.6,.348,6.1,14.4,20.5,3.4,0.9,2.8,3.4,6.1,13.4,107,100
Bojan Bogdanović,1989-04-18,1,2017-18,28,IND,NBA,SF,7,7,238,7.1,18.0,.395,3.8,10.0,.378,3.3,8.0,.417,1.3,2.2,.600,0.2,5.1,5.3,2.9,1.3,0.0,2.9,5.1,19.3,94,108
Bojan Bogdanović,1989-04-18,1,2018-19,29,IND,NBA,SF,4,4,148,8.5,21.4,.397,2.4,7.5,.318,6.1,14.0,.439,5.1,5.8,.882,1.0,6.8,7.8,3.7,2.7,0.0,2.0,2.4,24.5,101,103
Keljin Blevins,1995-11-24,1,2020-21,25,POR,NBA,SF,2,0,4,12.6,25.3,.500,0.0,12.6,.000,12.6,12.6,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,25.3,100,131
Bogdan Bogdanović,1992-08-18,0,2018-19,26,SAC,NBA,SG,70,17,1947,8.6,20.6,.418,3.2,8.9,.360,5.4,11.7,.462,3.2,3.9,.827,1.0,4.9,5.8,6.4,1.7,0.4,2.8,3.4,23.7,107,113
Bogdan Bogdanović,1992-08-18,0,2019-20,27,SAC,NBA,SG,61,28,1766,9.3,21.0,.440,4.5,12.1,.372,4.8,8.9,.532,2.4,3.2,.741,0.7,5.0,5.7,5.7,1.8,0.4,2.8,3.7,25.4,110,113
Vander Blue,1992-07-17,0,2014-15,22,LAL,NBA,SG,2,1,74,6.2,20.7,.300,1.4,6.9,.200,4.8,13.8,.350,1.4,3.5,.400,1.4,4.8,6.2,5.5,2.1,0.0,4.1,2.8,15.2,72,112
Vander Blue,1992-07-17,0,2017-18,25,LAL,NBA,SG,5,0,45,1.1,5.3,.200,0.0,2.1,.000,1.1,3.2,.333,1.1,2.1,.500,0.0,1.1,1.1,3.2,1.1,0.0,3.2,2.1,3.2,52,114
Blake Griffin,1989-03-16,1,2011-12,22,LAC,NBA,PF,11,11,393,11.5,23.1,.500,0.0,0.1,.000,11.5,22.9,.503,5.8,9.1,.636,2.6,7.8,10.4,3.7,2.7,1.4,3.4,5.6,28.9,104,104
Blake Griffin,1989-03-16,1,2012-13,23,LAC,NBA,PF,6,5,158,10.0,22.1,.453,0.0,0.0,,10.0,22.1,.453,7.2,9.0,.808,2.8,8.6,11.4,5.2,0.0,1.7,4.5,8.3,27.3,103,114
Eric Bledsoe,1989-12-09,0,2010-11,21,LAC,NBA,PG,81,25,1841,5.8,13.6,.424,0.9,3.3,.276,4.9,10.4,.470,2.8,3.7,.744,1.9,4.4,6.3,8.1,2.6,0.7,5.4,3.7,15.2,93,108
Andrew Bogut,1984-11-28,1,2014-15,30,GSW,NBA,C,19,18,440,4.9,8.7,.560,0.0,0.1,.000,4.9,8.6,.568,0.6,1.5,.385,4.8,13.0,17.8,4.2,1.3,4.0,3.0,8.0,10.4,107,94
Andrew Bogut,1984-11-28,1,2015-16,31,GSW,NBA,C,22,22,365,6.5,10.4,.623,0.0,0.3,.000,6.5,10.2,.640,0.7,1.9,.357,6.4,10.6,16.9,4.1,1.9,4.7,2.6,9.8,13.7,122,99
Andray Blatche,1986-08-22,0,2009-10,23,WAS,NBA,PF,81,36,2256,11.1,23.2,.478,0.3,1.0,.295,10.8,22.2,.487,4.0,5.4,.744,3.7,8.1,11.8,3.9,2.0,1.6,4.2,5.1,26.5,101,106
Keith Bogans,1980-05-12,0,2009-10,29,SAS,NBA,SF,79,50,1559,4.0,10.0,.403,2.4,6.6,.357,1.7,3.4,.490,1.2,1.7,.740,0.8,5.1,5.9,3.2,1.5,0.4,1.8,5.2,11.7,106,106
Bojan Bogdanović,1989-04-18,1,2020-21,31,UTA,NBA,SF,11,11,390,8.2,17.5,.467,4.5,9.7,.461,3.7,7.8,.475,4.6,5.2,.878,0.8,5.2,6.0,2.0,1.3,0.0,2.9,3.5,25.4,119,124
Antonio Blakeney,1996-10-04,0,2017-18,21,CHI,NBA,SG,19,0,314,8.2,22.2,.371,2.3,8.1,.288,5.9,14.1,.418,4.7,6.1,.769,0.6,4.5,5.1,3.1,1.1,0.2,1.7,3.0,23.5,96,114
Bogdan Bogdanović,1992-08-18,0,2020-21,28,ATL,NBA,SG,44,27,1305,10.1,21.3,.473,5.5,12.6,.438,4.6,8.7,.522,1.5,1.7,.909,0.8,5.3,6.0,5.5,1.8,0.5,2.0,3.7,27.1,122,114
Bogdan Bogdanović,1992-08-18,1,2020-21,28,ATL,NBA,SG,18,18,598,8.0,20.6,.390,3.9,11.9,.329,4.1,8.8,.472,1.0,1.4,.706,0.9,5.3,6.2,4.3,2.4,0.4,2.2,4.1,21.0,99,111
Blake Griffin,1989-03-16,1,2013-14,24,LAC,NBA,PF,13,13,478,12.2,24.5,.500,0.1,0.7,.143,12.1,23.8,.511,7.4,10.0,.740,3.7,6.4,10.0,5.2,1.7,1.5,3.2,5.7,32.0,114,111
Blake Griffin,1989-03-16,1,2014-15,25,LAC,NBA,PF,14,14,557,12.2,23.9,.511,0.1,0.6,.143,12.1,23.3,.521,6.6,9.3,.717,3.3,12.2,15.5,7.5,1.2,1.2,3.9,3.8,31.2,112,105
Isaiah Whitehead,1995-03-08,0,2016-17,21,BRK,NBA,PG,73,26,1643,5.9,14.7,.402,1.3,4.3,.295,4.6,10.4,.446,2.6,3.3,.805,0.9,4.4,5.3,5.5,1.2,1.0,4.1,5.0,15.7,91,113
Royce White,1991-04-10,0,2013-14,22,SAC,NBA,PF,3,0,9,0.0,5.7,.000,0.0,0.0,,0.0,5.7,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0,117
Eric Bledsoe,1989-12-09,0,2011-12,22,LAC,NBA,PG,40,1,464,5.7,14.6,.389,0.7,3.5,.200,5.0,11.1,.448,3.2,5.1,.636,2.6,5.0,7.5,7.7,3.6,1.6,5.5,6.7,15.3,90,102
Eric Bledsoe,1989-12-09,0,2012-13,23,LAC,NBA,PG,76,12,1553,8.6,19.3,.445,1.1,2.6,.397,7.5,16.6,.453,3.6,4.5,.791,2.6,5.0,7.6,7.9,3.7,1.9,4.6,3.8,21.8,102,101
Steve Blake,1980-02-26,0,2009-10,29,TOT,NBA,PG,80,38,2159,5.4,13.0,.416,2.9,7.3,.395,2.5,5.7,.443,0.9,1.2,.750,0.5,4.1,4.6,9.4,1.4,0.1,3.2,3.1,14.6,108,111
Andrew Bogut,1984-11-28,1,2018-19,34,GSW,NBA,C,19,6,179,6.6,10.1,.649,0.0,0.0,,6.6,10.1,.649,1.1,1.4,.800,6.3,13.9,20.2,5.7,1.4,1.6,2.7,10.4,14.2,131,107
Okaro White,1992-08-13,0,2016-17,24,MIA,NBA,PF,35,0,471,3.5,9.3,.379,1.3,3.6,.353,2.2,5.7,.396,2.1,2.4,.909,2.7,6.1,8.8,2.2,1.1,1.1,1.9,5.6,10.5,104,108
Andray Blatche,1986-08-22,0,2010-11,24,WAS,NBA,PF,64,63,2172,10.0,22.5,.445,0.1,0.4,.222,9.9,22.1,.449,5.2,6.7,.777,4.3,8.1,12.4,3.4,2.3,1.2,4.1,4.3,25.3,100,108
Andray Blatche,1986-08-22,0,2011-12,25,WAS,NBA,PF,26,13,626,7.7,20.3,.380,0.2,0.6,.286,7.5,19.7,.382,2.7,4.1,.673,3.5,8.9,12.4,2.3,1.7,1.4,3.1,4.5,18.3,87,105
Keith Bogans,1980-05-12,0,2010-11,30,CHI,NBA,SG,82,82,1461,4.5,11.2,.404,3.3,8.6,.380,1.2,2.5,.486,0.8,1.2,.656,0.7,4.7,5.4,3.7,1.4,0.3,1.5,4.1,13.1,113,103
Keith Bogans,1980-05-12,0,2011-12,31,NJN,NBA,SF,5,1,94,4.5,11.9,.381,1.7,6.8,.250,2.8,5.1,.556,1.1,2.8,.400,2.8,3.4,6.2,1.7,1.1,0.0,1.7,8.5,11.9,95,113
DeJuan Blair,1989-04-22,0,2009-10,20,SAS,NBA,PF,82,23,1494,9.6,17.3,.556,0.0,0.1,.000,9.6,17.3,.558,3.1,5.6,.547,7.0,11.4,18.4,2.3,1.8,1.4,3.9,7.9,22.4,108,101
James White,1982-10-21,0,2012-13,30,NYK,NBA,SF,57,16,435,6.1,14.3,.431,1.7,5.0,.341,4.4,9.2,.480,1.4,2.3,.579,0.6,5.3,5.9,3.6,1.6,0.5,2.1,5.4,15.4,100,108
Hassan Whiteside,1989-06-13,0,2010-11,21,SAC,NBA,C,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,,115
Antonio Blakeney,1996-10-04,0,2018-19,22,CHI,NBA,SG,57,3,829,9.7,23.2,.419,2.1,5.3,.396,7.6,17.8,.426,2.9,4.4,.658,0.4,5.8,6.2,2.5,0.7,0.5,2.0,2.4,24.5,94,116
Blake Griffin,1989-03-16,1,2015-16,26,LAC,NBA,PF,4,4,127,8.1,21.4,.377,0.4,0.8,.500,7.7,20.6,.373,7.7,10.1,.760,2.8,11.3,14.1,6.5,1.2,0.8,3.6,3.6,24.2,98,103
Blake Griffin,1989-03-16,1,2016-17,27,LAC,NBA,PF,3,3,99,13.5,27.5,.490,2.2,3.2,.667,11.3,24.3,.467,3.8,3.8,1.000,1.6,8.1,9.7,3.8,1.1,0.5,3.2,1.1,32.9,107,111
Isaiah Whitehead,1995-03-08,0,2017-18,22,BRK,NBA,PG,16,0,180,10.8,23.2,.465,1.9,4.9,.389,8.9,18.3,.485,3.5,5.1,.684,1.1,5.9,7.0,5.4,2.2,0.5,6.5,6.2,27.0,90,110
Eric Bledsoe,1989-12-09,0,2013-14,24,PHO,NBA,PG,43,40,1416,9.4,19.7,.477,1.8,5.0,.357,7.6,14.7,.517,6.5,8.4,.772,1.0,6.2,7.2,8.3,2.4,0.5,5.1,3.5,27.0,110,106
Eric Bledsoe,1989-12-09,0,2014-15,25,PHO,NBA,PG,81,81,2800,8.3,18.6,.447,1.6,4.8,.324,6.8,13.8,.491,6.3,7.9,.800,1.3,6.2,7.5,8.8,2.3,0.8,4.9,3.4,24.5,107,106
Steve Blake,1980-02-26,0,2009-10,29,POR,NBA,PG,51,28,1397,5.6,13.9,.403,3.1,8.1,.377,2.5,5.8,.439,0.9,1.3,.750,0.6,4.0,4.6,8.0,1.4,0.1,2.5,3.3,15.2,109,110
Steve Blake,1980-02-26,0,2009-10,29,LAC,NBA,PG,29,10,762,5.0,11.4,.443,2.6,5.9,.437,2.4,5.4,.450,0.8,1.1,.750,0.4,4.3,4.7,12.0,1.4,0.3,4.3,2.7,13.5,107,113
Okaro White,1992-08-13,0,2017-18,25,MIA,NBA,PF,6,4,80,4.4,10.0,.438,2.5,6.9,.364,1.9,3.1,.600,1.3,1.9,.667,1.9,5.0,6.9,1.3,0.6,0.6,0.6,3.8,12.6,120,110
Okaro White,1992-08-13,0,2018-19,26,WAS,NBA,PF,3,0,6,0.0,15.8,.000,0.0,15.8,.000,0.0,0.0,,0.0,0.0,,7.9,7.9,15.8,0.0,0.0,0.0,0.0,0.0,0.0,40,118
Andray Blatche,1986-08-22,0,2012-13,26,BRK,NBA,C,82,8,1555,12.0,23.5,.512,0.1,0.8,.136,11.9,22.7,.524,5.1,7.5,.685,5.6,8.9,14.5,3.0,3.0,1.9,4.3,5.7,29.3,107,101
Andray Blatche,1986-08-22,0,2013-14,27,BRK,NBA,PF,73,7,1618,10.4,21.9,.476,0.5,1.8,.278,9.9,20.1,.494,5.3,7.2,.742,3.9,8.8,12.7,3.6,2.4,1.2,3.6,5.4,26.6,104,105
Keith Bogans,1980-05-12,0,2012-13,32,BRK,NBA,SG,74,23,1408,4.1,10.9,.380,3.2,9.4,.343,0.9,1.5,.615,0.4,0.7,.647,0.6,4.0,4.6,2.9,1.1,0.2,1.9,4.1,11.9,105,110
Keith Bogans,1980-05-12,0,2013-14,33,BOS,NBA,SG,6,0,55,2.8,5.6,.500,2.8,5.6,.500,0.0,0.0,,2.8,2.8,1.000,0.0,2.8,2.8,2.8,0.9,0.0,0.9,1.9,11.2,153,113
DeJuan Blair,1989-04-22,0,2010-11,21,SAS,NBA,PF,81,65,1734,8.8,17.5,.501,0.0,0.1,.000,8.8,17.4,.503,2.7,4.1,.657,6.4,10.5,16.9,2.3,2.8,1.3,3.4,6.4,20.2,106,100
DeJuan Blair,1989-04-22,0,2011-12,22,SAS,NBA,PF,64,62,1363,10.2,19.1,.534,0.0,0.0,.000,10.2,19.1,.535,2.8,4.5,.613,5.8,7.5,13.3,3.0,2.2,0.5,3.5,6.4,23.2,108,102
James White,1982-10-21,1,2012-13,30,NYK,NBA,SF,4,0,9,12.3,24.6,.500,0.0,12.3,.000,12.3,12.3,1.000,0.0,0.0,,6.2,6.2,12.3,0.0,0.0,0.0,0.0,6.2,24.6,112,104
Hassan Whiteside,1989-06-13,0,2011-12,22,SAC,NBA,C,18,0,109,5.6,12.6,.444,0.0,0.0,,5.6,12.6,.444,2.3,5.6,.417,7.4,10.7,18.1,0.0,1.4,7.0,2.3,5.6,13.5,98,102
Hassan Whiteside,1989-06-13,0,2014-15,25,MIA,NBA,C,48,32,1142,11.2,17.9,.628,0.0,0.0,,11.2,17.9,.628,3.6,7.2,.500,6.7,15.6,22.3,0.3,1.2,5.7,2.7,6.0,26.1,117,97
Hassan Whiteside,1989-06-13,0,2015-16,26,MIA,NBA,C,73,43,2125,10.0,16.5,.606,0.0,0.0,,10.0,16.5,.606,5.2,7.9,.650,5.7,15.1,20.9,0.7,1.1,6.5,3.3,4.9,25.1,117,95
Blake Griffin,1989-03-16,1,2018-19,29,DET,NBA,PF,2,2,58,14.7,31.9,.462,4.9,10.6,.462,9.8,21.2,.462,5.7,5.7,1.000,3.3,6.5,9.8,9.8,1.6,0.0,4.9,7.4,40.0,111,120
Blake Griffin,1989-03-16,1,2020-21,31,BRK,NBA,PF,12,12,318,6.6,12.4,.532,2.2,5.7,.389,4.4,6.8,.651,1.6,2.2,.714,2.4,8.8,11.2,3.3,1.6,0.9,0.8,6.3,17.0,133,108
Eric Bledsoe,1989-12-09,0,2015-16,26,PHO,NBA,PG,31,31,1059,10.3,22.6,.453,2.2,5.9,.372,8.1,16.7,.482,6.3,7.9,.802,0.8,4.9,5.8,8.7,2.9,0.9,5.1,3.5,29.1,107,107
Eric Bledsoe,1989-12-09,0,2016-17,27,PHO,NBA,PG,66,66,2176,9.9,22.7,.434,2.3,6.8,.335,7.6,15.9,.477,8.5,10.1,.847,1.1,5.9,7.0,9.2,2.0,0.7,4.9,3.6,30.6,111,112
Steve Blake,1980-02-26,0,2010-11,30,LAL,NBA,PG,79,0,1581,3.7,10.2,.359,2.4,6.5,.378,1.2,3.8,.327,0.9,1.0,.867,0.6,4.6,5.2,5.7,1.3,0.1,2.4,3.3,10.7,101,108
Andray Blatche,1986-08-22,1,2012-13,26,BRK,NBA,C,7,0,138,11.4,22.9,.500,0.0,0.0,,11.4,22.9,.500,5.5,6.7,.824,3.9,9.5,13.4,3.5,0.8,1.2,2.0,5.5,28.4,116,105
Andray Blatche,1986-08-22,1,2013-14,27,BRK,NBA,PF,12,0,172,8.4,18.7,.448,0.0,0.6,.000,8.4,18.1,.464,8.1,9.7,.833,8.1,11.3,19.4,1.3,1.9,0.6,3.2,7.1,24.9,113,109
Keith Bogans,1980-05-12,1,2009-10,29,SAS,NBA,SF,8,0,55,1.9,9.6,.200,1.0,5.8,.167,1.0,3.8,.250,0.0,0.0,,1.0,4.8,5.8,1.9,1.9,1.0,1.9,8.6,4.8,57,110
Keith Bogans,1980-05-12,1,2010-11,30,CHI,NBA,SG,16,16,307,5.0,12.4,.406,4.5,10.6,.424,0.5,1.8,.300,0.2,0.7,.250,0.7,2.9,3.6,2.2,1.8,0.5,1.3,4.7,14.8,116,104
DeJuan Blair,1989-04-22,0,2012-13,23,SAS,NBA,PF,61,16,851,8.5,16.2,.524,0.0,0.1,.000,8.5,16.2,.526,2.6,4.2,.629,4.0,9.8,13.8,2.7,2.2,0.6,2.9,6.7,19.6,104,99
DeJuan Blair,1989-04-22,0,2013-14,24,DAL,NBA,PF,78,13,1214,8.9,16.6,.534,0.0,0.1,.000,8.9,16.5,.537,3.3,5.1,.636,5.9,9.7,15.6,3.0,2.5,0.9,3.3,8.1,21.0,110,105
Hassan Whiteside,1989-06-13,0,2016-17,27,MIA,NBA,C,77,77,2513,10.9,19.5,.557,0.0,0.0,,10.9,19.5,.557,4.5,7.2,.628,5.9,15.9,21.8,1.1,1.1,3.2,3.1,4.5,26.3,113,100
Hassan Whiteside,1989-06-13,0,2017-18,28,MIA,NBA,C,54,54,1364,11.5,21.3,.540,0.1,0.1,1.000,11.4,21.2,.538,4.7,6.7,.703,6.4,16.3,22.7,2.0,1.4,3.5,3.4,4.8,27.8,111,99
Eric Bledsoe,1989-12-09,0,2017-18,28,TOT,NBA,PG,74,74,2322,10.0,21.2,.473,2.7,7.7,.347,7.4,13.5,.545,5.4,6.8,.795,1.1,5.0,6.1,7.9,3.2,0.9,4.6,4.0,28.2,109,108
Eric Bledsoe,1989-12-09,0,2017-18,28,PHO,NBA,PG,3,3,83,9.2,23.1,.400,2.3,7.5,.308,6.9,15.6,.444,6.3,8.1,.786,1.7,2.3,4.0,5.2,2.3,1.2,5.8,3.5,27.1,94,113
Steve Blake,1980-02-26,0,2011-12,31,LAL,NBA,PG,53,5,1237,4.3,11.5,.377,2.3,6.8,.335,2.1,4.7,.436,0.9,1.2,.778,0.4,3.3,3.6,7.5,1.7,0.1,3.1,3.2,11.8,98,108
Steve Blake,1980-02-26,0,2012-13,32,LAL,NBA,PG,45,13,1175,4.9,11.7,.422,3.1,7.4,.421,1.8,4.3,.424,1.2,1.5,.771,0.9,4.8,5.7,7.5,1.5,0.3,2.7,3.6,14.1,114,109
Keith Bogans,1980-05-12,1,2012-13,32,BRK,NBA,SG,2,0,23,0.0,2.4,.000,0.0,2.4,.000,0.0,0.0,,0.0,0.0,,0.0,4.7,4.7,4.7,0.0,0.0,2.4,7.1,0.0,45,111
DeJuan Blair,1989-04-22,0,2014-15,25,WAS,NBA,PF,29,0,180,7.4,16.2,.456,0.0,0.0,,7.4,16.2,.456,1.1,1.7,.667,4.6,11.4,15.9,0.9,2.0,0.3,3.7,11.7,15.9,88,100
DeJuan Blair,1989-04-22,0,2015-16,26,WAS,NBA,C,29,0,218,6.3,15.2,.412,0.0,0.2,.000,6.3,15.0,.418,1.1,2.9,.385,4.5,8.3,12.7,2.5,1.8,0.4,3.4,11.9,13.6,85,105
Hassan Whiteside,1989-06-13,0,2018-19,29,MIA,NBA,C,72,53,1674,11.3,19.8,.571,0.1,0.5,.125,11.3,19.4,.581,3.2,7.1,.449,7.5,16.3,23.8,1.6,1.3,4.0,2.8,5.6,25.9,112,99
Hassan Whiteside,1989-06-13,0,2019-20,30,POR,NBA,C,67,61,2008,10.3,16.7,.621,0.1,0.2,.571,10.3,16.5,.622,3.9,5.7,.686,6.1,15.4,21.5,1.9,0.6,4.7,2.8,4.7,24.7,125,107
Eric Bledsoe,1989-12-09,0,2017-18,28,MIL,NBA,PG,71,71,2239,10.1,21.1,.476,2.7,7.7,.349,7.4,13.4,.550,5.4,6.7,.795,1.1,5.1,6.2,8.0,3.2,0.9,4.6,4.0,28.2,109,108
Eric Bledsoe,1989-12-09,0,2018-19,29,MIL,NBA,PG,78,78,2272,9.6,19.9,.484,2.5,7.7,.329,7.1,12.2,.582,3.6,4.8,.750,1.7,5.7,7.4,8.8,2.4,0.6,3.4,3.2,25.4,116,105
Steve Blake,1980-02-26,0,2013-14,33,TOT,NBA,PG,55,28,1498,4.4,11.6,.377,2.6,6.9,.376,1.8,4.7,.378,1.1,1.4,.767,0.4,4.8,5.2,10.1,1.8,0.3,3.3,2.8,12.4,103,109
Steve Blake,1980-02-26,0,2013-14,33,LAL,NBA,PG,27,27,891,4.8,12.7,.378,2.8,7.2,.397,2.0,5.6,.353,1.5,1.9,.800,0.4,5.2,5.6,11.2,1.9,0.1,3.9,2.7,14.0,103,112
DeJuan Blair,1989-04-22,1,2009-10,20,SAS,NBA,PF,10,0,91,9.3,18.6,.500,0.0,0.0,,9.3,18.6,.500,2.9,5.2,.556,11.0,11.6,22.6,2.9,2.9,2.3,1.2,10.4,21.5,122,101
DeJuan Blair,1989-04-22,1,2010-11,21,SAS,NBA,PF,4,0,50,7.4,22.2,.333,0.0,0.0,,7.4,22.2,.333,3.2,5.3,.600,9.5,4.2,13.8,2.1,0.0,1.1,2.1,6.3,18.0,91,110
