Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Renaldo Balkman,1984-07-14,0,2009-10,25,DEN,NBA,SF,13,1,91,2.4,7.1,.333,0.0,2.8,.000,2.4,4.4,.545,0.8,2.4,.333,1.6,7.5,9.1,2.8,3.2,0.8,2.4,6.3,5.5
Wade Baldwin,1996-03-29,0,2016-17,20,MEM,NBA,PG,33,1,405,3.2,10.2,.313,0.3,2.0,.136,2.9,8.3,.355,2.8,3.3,.838,1.0,3.1,4.1,5.4,1.6,0.6,3.5,3.6,9.4
Devin Harris,1983-02-27,0,2010-11,27,UTA,NBA,PG,17,16,530,5.6,13.7,.413,1.7,4.8,.357,3.9,8.9,.443,5.2,6.5,.811,0.4,2.3,2.7,6.2,0.9,0.1,3.3,2.2,18.2
Devin Harris,1983-02-27,0,2011-12,28,UTA,NBA,PG,63,63,1741,5.0,11.2,.445,1.6,4.4,.362,3.4,6.8,.498,3.2,4.3,.746,0.2,2.1,2.3,6.5,1.3,0.3,2.5,2.8,14.8
Ron Baker,1993-03-30,0,2016-17,23,NYK,NBA,SG,52,13,857,3.4,9.1,.378,1.0,3.6,.267,2.5,5.5,.450,1.2,1.8,.651,0.5,3.6,4.1,4.5,1.4,0.3,2.4,3.1,9.0
Gary Harris,1994-09-14,0,2018-19,24,DEN,NBA,SG,57,48,1639,5.9,14.0,.424,1.8,5.3,.339,4.1,8.7,.476,2.5,3.2,.799,0.9,2.6,3.5,2.8,1.2,0.4,1.5,2.5,16.2
Gary Harris,1994-09-14,0,2019-20,25,DEN,NBA,SG,56,55,1780,4.4,10.5,.420,1.4,4.2,.333,3.0,6.2,.479,1.5,1.9,.815,0.5,2.8,3.3,2.4,1.5,0.3,1.2,2.3,11.8
Al Harrington,1980-02-17,0,2012-13,32,ORL,NBA,C,10,0,119,6.1,17.2,.351,2.4,9.1,.267,3.6,8.2,.444,0.9,1.2,.750,1.8,6.4,8.2,3.0,1.2,0.3,2.1,5.4,15.4
Al Harrington,1980-02-17,0,2013-14,33,WAS,NBA,PF,34,0,511,5.8,14.6,.396,2.4,7.0,.340,3.4,7.5,.449,1.9,2.5,.771,1.1,4.6,5.6,2.0,1.0,0.0,2.4,5.1,15.9
Joe Harris,1991-09-06,0,2017-18,26,BRK,NBA,SG,78,14,1975,5.6,11.3,.491,2.7,6.5,.419,2.8,4.8,.589,1.6,1.9,.827,0.9,3.8,4.7,2.3,0.6,0.4,1.7,2.8,15.4
Joe Harris,1991-09-06,0,2018-19,27,BRK,NBA,SG,76,76,2293,5.9,11.7,.500,2.9,6.1,.474,3.0,5.7,.528,1.7,2.1,.827,0.8,3.8,4.6,2.8,0.6,0.3,1.9,2.9,16.3
Josh Harrellson,1989-02-12,1,2011-12,22,NYK,NBA,PF,4,0,25,5.8,13.0,.444,0.0,1.4,.000,5.8,11.5,.500,2.9,2.9,1.000,4.3,7.2,11.5,0.0,0.0,0.0,2.9,8.6,14.4
Montrezl Harrell,1994-01-26,0,2018-19,25,LAC,NBA,C,82,5,2158,9.1,14.8,.615,0.1,0.3,.176,9.1,14.5,.623,4.4,6.9,.643,3.1,5.9,8.9,2.7,1.2,1.8,2.2,4.3,22.7
Montrezl Harrell,1994-01-26,0,2019-20,26,LAC,NBA,C,63,2,1749,9.7,16.7,.580,0.0,0.4,.000,9.7,16.3,.593,4.8,7.2,.658,3.4,5.8,9.2,2.2,0.8,1.5,2.2,3.0,24.1
Marcus Banks,1981-11-19,0,2010-11,29,TOR,NBA,PG,3,0,22,0.0,3.3,.000,0.0,0.0,,0.0,3.3,.000,9.8,13.1,.750,0.0,1.6,1.6,4.9,1.6,0.0,3.3,6.5,9.8
Renaldo Balkman,1984-07-14,0,2010-11,26,TOT,NBA,SF,8,0,62,3.5,7.5,.462,0.6,1.2,.500,2.9,6.4,.455,1.7,2.3,.750,1.2,2.9,4.1,1.2,2.3,1.2,0.6,8.7,9.3
Renaldo Balkman,1984-07-14,0,2010-11,26,DEN,NBA,SF,5,0,44,4.1,7.4,.556,0.0,0.0,,4.1,7.4,.556,2.5,3.3,.750,0.8,2.5,3.3,1.6,2.5,1.6,0.0,9.0,10.6
Wade Baldwin,1996-03-29,0,2017-18,21,POR,NBA,PG,7,0,80,6.3,9.5,.667,1.8,2.3,.800,4.5,7.2,.625,2.7,4.5,.600,0.5,3.2,3.6,2.3,0.9,0.5,1.8,5.4,17.1
Wade Baldwin,1996-03-29,0,2018-19,22,POR,NBA,PG,16,0,94,3.8,12.6,.303,0.8,3.4,.222,3.1,9.2,.333,3.1,4.2,.727,0.8,5.0,5.7,4.6,0.4,0.8,5.4,4.2,11.5
Devin Harris,1983-02-27,0,2012-13,29,ATL,NBA,SG,58,34,1421,4.9,11.2,.438,2.0,5.8,.335,3.0,5.4,.549,2.8,3.9,.727,0.2,2.8,2.9,5.0,1.6,0.3,2.2,2.6,14.6
Devin Harris,1983-02-27,0,2013-14,30,DAL,NBA,PG,40,0,818,4.2,11.2,.378,1.4,4.4,.307,2.9,6.7,.425,4.0,5.1,.800,0.4,3.4,3.7,7.8,1.2,0.1,2.6,3.2,13.9
Devin Harris,1983-02-27,0,2014-15,31,DAL,NBA,PG,76,3,1685,4.7,11.2,.418,2.0,5.7,.357,2.6,5.5,.481,2.8,3.5,.815,0.3,2.6,2.9,5.1,1.7,0.3,1.8,3.1,14.2
Ron Baker,1993-03-30,0,2017-18,24,NYK,NBA,SG,29,1,385,1.9,5.5,.339,1.0,3.1,.333,0.8,2.4,.346,1.9,2.4,.769,0.5,2.3,2.8,4.4,2.4,0.6,1.7,3.1,6.6
Ron Baker,1993-03-30,0,2018-19,25,TOT,NBA,SG,15,0,152,0.9,4.7,.200,0.2,3.1,.077,0.7,1.7,.429,1.2,1.4,.833,0.2,2.4,2.6,3.6,1.4,0.2,1.2,4.3,3.3
Gary Harris,1994-09-14,0,2020-21,26,TOT,NBA,SG,39,38,1080,4.6,11.5,.400,1.6,4.7,.340,3.0,6.8,.441,2.1,2.6,.821,0.7,1.9,2.6,2.6,0.9,0.4,1.2,2.4,12.9
Gary Harris,1994-09-14,0,2020-21,26,DEN,NBA,SG,19,19,581,4.3,9.7,.442,1.5,4.6,.320,2.8,5.0,.556,1.4,1.9,.733,0.8,2.1,2.9,2.0,1.1,0.2,0.9,2.3,11.4
Gary Harris,1994-09-14,0,2020-21,26,ORL,NBA,SG,20,19,499,5.0,13.6,.365,1.7,4.8,.364,3.2,8.9,.366,3.0,3.5,.875,0.6,1.7,2.3,3.3,0.8,0.5,1.7,2.5,14.7
Al Harrington,1980-02-17,1,2010-11,30,DEN,NBA,PF,5,0,70,5.1,11.3,.455,2.6,5.1,.500,2.6,6.2,.417,1.5,2.1,.750,0.5,3.1,3.6,2.6,1.5,0.0,2.1,3.6,14.4
Al Harrington,1980-02-17,1,2011-12,31,DEN,NBA,PF,7,0,163,5.3,16.6,.320,2.2,7.7,.286,3.1,8.8,.350,2.2,3.3,.667,1.5,5.1,6.6,1.3,0.7,0.2,0.7,2.9,15.0
Joe Harris,1991-09-06,0,2019-20,28,BRK,NBA,SF,69,69,2123,6.5,13.3,.486,2.9,6.9,.424,3.5,6.4,.553,1.1,1.5,.719,1.1,4.0,5.1,2.4,0.7,0.3,1.8,2.7,16.9
Joe Harris,1991-09-06,0,2020-21,29,BRK,NBA,SF,69,65,2141,6.0,11.9,.505,3.5,7.5,.475,2.5,4.4,.555,0.8,1.1,.778,0.7,3.4,4.2,2.2,0.8,0.2,1.0,2.4,16.4
Joe Harris,1991-09-06,1,2014-15,23,CLE,NBA,SG,6,0,16,4.5,13.5,.333,2.3,6.8,.333,2.3,6.8,.333,6.8,9.0,.750,0.0,2.3,2.3,2.3,0.0,0.0,2.3,2.3,18.0
Montrezl Harrell,1994-01-26,0,2020-21,27,LAL,NBA,C,69,1,1580,8.5,13.7,.622,0.0,0.2,.000,8.5,13.5,.632,4.1,5.8,.707,3.6,6.2,9.8,1.7,1.0,1.1,1.7,2.9,21.2
Montrezl Harrell,1994-01-26,1,2015-16,22,HOU,NBA,PF,2,0,12,3.0,9.0,.333,0.0,3.0,.000,3.0,6.0,.500,3.0,6.0,.500,0.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,9.0
Renaldo Balkman,1984-07-14,0,2010-11,26,NYK,NBA,SF,3,0,18,2.0,8.0,.250,2.0,4.0,.500,0.0,4.0,.000,0.0,0.0,,2.0,4.0,6.0,0.0,2.0,0.0,2.0,8.0,6.0
Renaldo Balkman,1984-07-14,0,2011-12,27,NYK,NBA,SF,14,0,115,5.0,10.0,.500,0.6,2.8,.222,4.4,7.2,.609,2.5,3.4,.727,1.9,6.3,8.1,1.6,1.3,0.9,1.9,4.4,13.1
Wade Baldwin,1996-03-29,1,2016-17,20,MEM,NBA,PG,3,0,12,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,6.0,6.0,1.000,3.0,9.0,12.0,6.0,0.0,0.0,0.0,9.0,6.0
Wade Baldwin,1996-03-29,1,2017-18,21,POR,NBA,PG,4,0,19,1.9,7.6,.250,1.9,1.9,1.000,0.0,5.7,.000,1.9,3.8,.500,0.0,5.7,5.7,5.7,1.9,1.9,5.7,1.9,7.6
Devin Harris,1983-02-27,0,2015-16,32,DAL,NBA,PG,64,0,1280,4.7,10.5,.447,1.5,4.4,.329,3.2,6.1,.532,2.8,3.9,.721,0.5,3.4,3.9,3.3,1.7,0.4,1.9,3.5,13.7
Devin Harris,1983-02-27,0,2016-17,33,DAL,NBA,PG,65,0,1087,4.5,11.3,.399,1.9,5.9,.328,2.6,5.4,.476,3.5,4.3,.829,0.4,3.8,4.2,4.5,1.4,0.2,1.9,3.3,14.5
Ron Baker,1993-03-30,0,2018-19,25,NYK,NBA,SG,11,0,107,1.3,5.4,.250,0.3,3.0,.111,1.0,2.4,.429,1.7,2.0,.833,0.3,2.0,2.4,4.4,1.7,0.0,1.0,5.4,4.7
Ron Baker,1993-03-30,0,2018-19,25,WAS,NBA,SG,4,0,45,0.0,3.2,.000,0.0,3.2,.000,0.0,0.0,,0.0,0.0,,0.0,3.2,3.2,1.6,0.8,0.8,1.6,1.6,0.0
Gary Harris,1994-09-14,1,2018-19,24,DEN,NBA,SG,14,14,517,5.1,11.0,.462,1.4,4.0,.351,3.7,7.0,.525,2.3,2.6,.868,0.6,3.4,4.0,2.2,0.8,0.6,0.8,2.6,13.9
Gary Harris,1994-09-14,1,2019-20,25,DEN,NBA,SG,14,12,379,3.2,8.5,.378,1.8,4.9,.365,1.4,3.6,.395,1.6,2.1,.773,0.7,2.0,2.7,2.3,1.5,0.4,2.0,4.3,9.9
Al Harrington,1980-02-17,1,2013-14,33,WAS,NBA,PF,7,0,59,3.7,9.2,.400,0.0,4.3,.000,3.7,4.9,.750,3.1,4.3,.714,0.6,9.2,9.8,0.0,1.8,0.0,2.4,8.5,10.4
Joe Harris,1991-09-06,1,2018-19,27,BRK,NBA,SG,5,5,149,3.9,10.4,.372,1.0,5.1,.190,2.9,5.3,.545,1.9,1.9,1.000,1.4,3.6,5.1,0.7,0.7,0.0,2.2,2.9,10.6
Joe Harris,1991-09-06,1,2019-20,28,BRK,NBA,SF,2,2,72,6.0,11.5,.522,3.5,6.0,.583,2.5,5.5,.455,1.0,2.0,.500,1.0,9.0,10.0,1.0,0.5,0.0,1.5,4.5,16.5
Montrezl Harrell,1994-01-26,1,2016-17,23,HOU,NBA,C,5,0,21,1.7,5.1,.333,0.0,0.0,,1.7,5.1,.333,5.1,10.3,.500,1.7,8.6,10.3,3.4,0.0,0.0,3.4,12.0,8.6
Montrezl Harrell,1994-01-26,1,2018-19,25,LAC,NBA,C,6,0,158,10.5,14.4,.730,0.0,0.2,.000,10.5,14.1,.742,4.1,5.9,.692,2.7,4.8,7.5,3.0,0.7,0.9,1.8,4.3,25.1
Devin Harris,1983-02-27,0,2017-18,34,TOT,NBA,PG,71,1,1340,5.0,12.2,.412,2.1,6.1,.348,2.9,6.1,.476,3.8,4.6,.835,0.3,3.1,3.4,4.1,1.3,0.3,2.0,4.2,16.0
Devin Harris,1983-02-27,0,2017-18,34,DAL,NBA,PG,44,1,807,5.3,12.7,.415,2.0,5.6,.352,3.3,7.1,.465,4.1,5.0,.830,0.4,3.4,3.8,3.8,1.5,0.4,2.2,4.6,16.6
Joe Harris,1991-09-06,1,2020-21,29,BRK,NBA,SF,12,12,434,4.1,10.2,.398,2.7,6.8,.402,1.3,3.4,.390,0.2,0.3,.750,0.4,3.2,3.6,1.6,0.3,0.2,0.7,2.8,11.1
Montrezl Harrell,1994-01-26,1,2019-20,26,LAC,NBA,C,13,0,243,7.0,12.1,.573,0.1,0.7,.200,6.8,11.4,.597,6.1,10.1,.603,1.6,4.0,5.6,0.7,0.7,1.0,1.8,4.1,20.1
Montrezl Harrell,1994-01-26,1,2020-21,27,LAL,NBA,C,4,0,39,7.4,12.9,.571,0.0,0.0,,7.4,12.9,.571,6.5,8.3,.778,4.6,4.6,9.2,0.0,1.8,0.0,1.8,2.8,21.2
Devin Harris,1983-02-27,0,2017-18,34,DEN,NBA,PG,27,0,533,4.7,11.5,.406,2.4,6.9,.343,2.3,4.6,.500,3.3,3.9,.845,0.2,2.6,2.8,4.5,0.9,0.3,1.8,3.7,15.0
Devin Harris,1983-02-27,0,2018-19,35,DAL,NBA,PG,68,2,1071,4.4,11.7,.380,2.1,6.7,.310,2.4,4.9,.476,3.4,4.5,.761,0.4,3.4,3.8,4.1,1.2,0.5,1.9,4.5,14.4
Devin Harris,1983-02-27,1,2011-12,28,UTA,NBA,PG,4,4,120,5.7,14.4,.396,1.2,4.5,.267,4.5,9.9,.455,3.0,4.2,.714,0.0,1.8,1.8,4.5,0.9,0.6,3.6,4.2,15.6
Devin Harris,1983-02-27,1,2012-13,29,ATL,NBA,SG,6,6,225,3.7,10.1,.365,0.8,4.0,.200,2.9,6.1,.474,2.7,4.0,.680,0.3,2.4,2.7,3.5,1.6,0.2,1.9,2.9,10.9
Devin Harris,1983-02-27,1,2013-14,30,DAL,NBA,PG,7,0,176,6.3,13.5,.470,2.3,5.1,.440,4.1,8.4,.488,1.4,1.6,.875,0.2,3.3,3.5,5.5,0.4,0.4,2.3,2.7,16.4
Devin Harris,1983-02-27,1,2014-15,31,DAL,NBA,PG,4,0,74,3.9,11.2,.348,0.0,5.4,.000,3.9,5.8,.667,3.9,4.4,.889,0.5,3.4,3.9,1.9,1.0,0.0,1.9,4.9,11.7
Devin Harris,1983-02-27,1,2015-16,32,DAL,NBA,PG,5,0,121,4.5,8.9,.500,1.2,3.9,.308,3.3,5.1,.647,1.5,3.0,.500,0.3,3.9,4.2,2.4,0.9,0.0,0.9,4.8,11.6
Joe Young,1992-06-27,0,2015-16,23,IND,NBA,PG,41,0,384,5.8,15.8,.367,0.9,4.3,.217,4.9,11.5,.423,1.9,2.3,.800,0.6,4.1,4.7,6.1,1.4,0.0,3.1,2.8,14.4
Cameron Bairstow,1990-12-07,0,2014-15,24,CHI,NBA,PF,18,1,64,1.7,7.9,.214,0.0,0.0,,1.7,7.9,.214,2.3,2.8,.800,3.4,1.1,4.5,0.6,1.1,0.6,1.7,4.5,5.6
Marvin Bagley III,1999-03-14,0,2018-19,19,SAC,NBA,PF,62,4,1567,8.2,16.2,.504,0.7,2.2,.313,7.5,14.0,.534,4.2,6.0,.691,3.7,7.1,10.8,1.4,0.8,1.4,2.3,2.8,21.2
Dwayne Bacon,1995-08-30,0,2017-18,22,CHO,NBA,SG,53,6,713,3.6,9.7,.375,0.6,2.2,.256,3.1,7.5,.409,1.0,1.3,.800,0.2,6.1,6.3,1.9,0.8,0.1,1.2,2.3,8.8
Joe Young,1992-06-27,0,2016-17,24,IND,NBA,PG,33,0,135,6.9,19.2,.361,1.3,6.1,.217,5.6,13.1,.429,2.9,4.0,.733,0.3,4.3,4.5,4.0,1.1,0.0,1.3,1.3,18.1
Joe Young,1992-06-27,0,2017-18,25,IND,NBA,PG,53,1,558,5.2,12.0,.430,1.6,4.3,.379,3.5,7.7,.458,1.4,1.9,.759,0.8,3.3,4.1,2.5,0.9,0.1,1.7,2.5,13.4
Cameron Bairstow,1990-12-07,0,2015-16,25,CHI,NBA,C,18,2,103,4.5,14.0,.325,0.3,1.7,.200,4.2,12.2,.343,2.4,2.8,.875,1.4,8.4,9.8,2.1,0.7,1.0,1.4,6.6,11.9
Marvin Bagley III,1999-03-14,0,2019-20,20,SAC,NBA,C,13,6,334,8.4,18.0,.467,0.4,2.4,.182,8.0,15.6,.510,2.7,3.3,.806,3.1,7.3,10.5,1.1,0.6,1.3,1.9,4.6,19.9
Marvin Bagley III,1999-03-14,0,2020-21,21,SAC,NBA,PF,43,42,1112,8.0,15.9,.504,1.2,3.5,.343,6.8,12.4,.550,2.5,4.3,.575,3.4,6.9,10.3,1.4,0.7,0.7,1.9,3.2,19.7
Dwayne Bacon,1995-08-30,0,2018-19,23,CHO,NBA,SG,43,13,759,5.8,12.2,.475,1.8,4.1,.437,4.0,8.1,.494,1.6,2.2,.739,0.4,3.8,4.2,2.2,0.6,0.2,0.9,3.4,15.0
Dwayne Bacon,1995-08-30,0,2019-20,24,CHO,NBA,SG,39,11,687,4.5,12.8,.348,1.0,3.5,.284,3.5,9.3,.373,1.8,2.8,.660,0.8,4.5,5.2,2.7,1.2,0.1,1.9,2.7,11.7
Luke Babbitt,1989-06-20,0,2010-11,21,POR,NBA,SF,24,0,137,3.9,14.5,.273,0.8,4.2,.188,3.2,10.2,.308,0.8,2.4,.333,1.6,6.3,7.9,1.6,0.5,0.5,2.1,3.9,9.5
Sam Young,1985-06-01,0,2009-10,24,MEM,NBA,SF,80,1,1321,6.1,13.5,.451,0.3,1.5,.196,5.8,12.0,.483,3.7,4.8,.777,2.1,3.4,5.5,1.4,0.9,0.5,2.6,2.9,16.2
Nick Young,1985-06-01,0,2009-10,24,WAS,NBA,SG,74,23,1421,5.9,14.1,.418,1.7,4.3,.406,4.2,9.8,.423,2.6,3.3,.800,0.5,2.1,2.6,1.2,0.7,0.2,1.4,3.7,16.2
Joe Young,1992-06-27,1,2015-16,23,IND,NBA,PG,4,0,10,10.8,28.8,.375,3.6,14.4,.250,7.2,14.4,.500,7.2,7.2,1.000,0.0,3.6,3.6,3.6,0.0,0.0,7.2,10.8,32.4
Joe Young,1992-06-27,1,2017-18,25,IND,NBA,PG,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Thaddeus Young,1988-06-21,0,2009-10,21,PHI,NBA,PF,67,45,2145,6.4,13.6,.470,0.8,2.3,.348,5.6,11.3,.495,1.9,2.8,.691,2.2,3.7,5.9,1.6,1.4,0.3,2.1,2.2,15.5
James Young,1995-08-16,0,2014-15,19,BOS,NBA,SG,31,0,332,3.9,11.1,.353,1.8,7.2,.258,2.1,3.9,.528,1.7,3.1,.552,1.0,3.6,4.6,1.4,0.9,0.2,0.5,2.4,11.4
Guerschon Yabusele,1995-12-17,0,2017-18,22,BOS,NBA,PF,33,4,235,4.0,9.3,.426,1.8,5.7,.324,2.1,3.7,.583,2.3,3.4,.682,2.6,5.4,8.0,2.5,0.6,0.8,1.8,3.5,12.1
Chandler Parsons,1988-10-25,0,2011-12,23,HOU,NBA,SF,63,57,1804,4.9,11.0,.452,1.2,3.6,.337,3.8,7.4,.507,0.9,1.6,.551,1.8,4.2,6.0,2.7,1.5,0.6,1.6,2.8,12.0
Tony Parker,1982-05-17,0,2009-10,27,SAS,NBA,PG,56,50,1728,7.3,14.9,.487,0.2,0.7,.294,7.1,14.2,.497,3.9,5.1,.756,0.1,2.7,2.8,6.6,0.6,0.2,3.1,2.0,18.6
Jeremy Pargo,1986-03-17,0,2011-12,25,MEM,NBA,PG,44,5,424,4.2,12.7,.333,0.8,3.2,.263,3.4,9.5,.357,1.4,2.3,.593,1.0,2.1,3.1,4.7,1.3,0.0,3.9,3.9,10.7
Dwayne Bacon,1995-08-30,0,2020-21,25,ORL,NBA,SG,72,50,1853,5.7,14.1,.402,1.1,4.0,.285,4.5,10.1,.449,2.8,3.4,.824,0.6,3.7,4.4,1.8,0.9,0.1,0.9,2.0,15.3
Luke Babbitt,1989-06-20,0,2011-12,22,POR,NBA,SF,40,4,537,4.8,11.6,.410,2.9,6.7,.430,1.9,4.9,.384,1.1,1.3,.850,1.1,5.3,6.4,1.1,0.7,0.3,1.8,3.1,13.5
Luke Babbitt,1989-06-20,0,2012-13,23,POR,NBA,PF,62,0,730,4.2,11.5,.368,3.1,8.8,.348,1.2,2.8,.429,0.5,0.6,.769,0.7,6.0,6.8,1.4,0.7,0.2,1.1,4.0,12.0
Sam Young,1985-06-01,0,2010-11,25,MEM,NBA,SF,78,46,1577,5.3,11.3,.472,0.4,1.1,.340,4.9,10.1,.486,2.0,2.6,.767,0.9,3.4,4.3,1.6,1.6,0.5,1.4,2.7,13.1
Sam Young,1985-06-01,0,2011-12,26,TOT,NBA,SF,35,2,375,4.3,12.2,.354,0.5,1.6,.294,3.8,10.6,.364,1.8,2.5,.731,1.9,4.0,6.0,1.4,1.6,0.6,1.5,2.2,10.9
Sam Young,1985-06-01,0,2011-12,26,MEM,NBA,SF,21,2,240,4.8,12.4,.386,0.0,1.4,.000,4.8,11.1,.432,1.5,1.8,.833,2.1,4.1,6.1,1.4,1.6,0.3,1.4,1.8,11.1
Nick Young,1985-06-01,0,2010-11,25,WAS,NBA,SG,64,40,2034,7.3,16.5,.441,1.9,4.8,.387,5.4,11.8,.462,3.3,4.0,.816,0.5,2.6,3.1,1.3,0.8,0.3,1.6,2.5,19.7
Nick Young,1985-06-01,0,2011-12,26,TOT,NBA,SG,62,35,1729,6.6,16.3,.403,2.1,5.9,.365,4.4,10.5,.424,3.0,3.5,.852,0.6,2.1,2.8,1.2,0.9,0.4,1.7,2.9,18.3
Thaddeus Young,1988-06-21,0,2010-11,22,PHI,NBA,PF,82,1,2135,7.7,14.3,.541,0.1,0.4,.273,7.6,13.9,.548,2.1,2.9,.707,2.6,4.7,7.3,1.4,1.5,0.4,1.7,2.9,17.6
Thaddeus Young,1988-06-21,0,2011-12,23,PHI,NBA,PF,63,1,1755,7.1,14.1,.507,0.0,0.1,.250,7.1,14.0,.508,2.3,3.0,.771,2.8,3.9,6.7,1.5,1.3,0.8,1.1,2.6,16.6
James Young,1995-08-16,0,2015-16,20,BOS,NBA,SG,29,0,199,2.0,6.5,.306,1.1,4.7,.231,0.9,1.8,.500,0.2,0.7,.250,0.7,4.0,4.7,1.6,1.1,0.2,0.9,3.1,5.2
James Young,1995-08-16,0,2016-17,21,BOS,NBA,SG,29,0,220,4.1,9.5,.431,2.0,5.7,.343,2.1,3.8,.565,1.0,1.5,.667,1.0,3.3,4.3,0.7,1.6,0.3,0.7,2.5,11.1
Guerschon Yabusele,1995-12-17,0,2018-19,23,BOS,NBA,PF,41,1,251,5.0,11.0,.455,1.3,4.0,.321,3.7,7.0,.531,2.2,3.2,.682,3.3,4.3,7.6,2.2,1.1,1.0,2.2,4.6,13.5
Guerschon Yabusele,1995-12-17,1,2017-18,22,BOS,NBA,PF,12,0,48,0.7,6.8,.111,0.0,4.5,.000,0.7,2.3,.333,1.5,3.7,.400,2.3,6.0,8.2,2.3,1.5,0.0,0.0,6.8,3.0
Chandler Parsons,1988-10-25,0,2012-13,24,HOU,NBA,SF,76,76,2758,6.0,12.3,.486,2.0,5.2,.385,4.0,7.1,.559,1.5,2.0,.729,1.0,4.2,5.3,3.5,1.0,0.4,1.9,1.9,15.4
Chandler Parsons,1988-10-25,0,2013-14,25,HOU,NBA,SF,74,74,2783,6.0,12.8,.472,1.7,4.5,.370,4.3,8.2,.528,2.1,2.9,.742,0.9,4.4,5.3,3.9,1.1,0.4,1.9,2.2,15.9
Tony Parker,1982-05-17,0,2010-11,28,SAS,NBA,PG,78,78,2528,7.9,15.2,.519,0.4,1.0,.357,7.5,14.2,.531,3.3,4.3,.769,0.4,3.0,3.4,7.3,1.3,0.0,2.8,1.9,19.5
Tony Parker,1982-05-17,0,2011-12,29,SAS,NBA,PG,60,60,1923,8.0,16.7,.480,0.3,1.1,.230,7.7,15.5,.498,4.2,5.3,.799,0.4,2.8,3.2,8.7,1.1,0.1,2.9,1.4,20.5
Jeremy Pargo,1986-03-17,0,2012-13,26,TOT,NBA,"PG,SG",39,11,655,5.4,13.7,.396,1.4,4.1,.338,4.1,9.7,.420,2.3,3.4,.677,0.4,2.3,2.7,5.1,0.7,0.1,2.7,2.5,14.6
Jeremy Pargo,1986-03-17,0,2012-13,26,CLE,NBA,PG,25,11,447,6.0,15.1,.401,1.4,4.6,.316,4.6,10.5,.438,2.3,3.3,.683,0.6,2.0,2.6,5.2,1.0,0.2,3.0,2.6,15.8
Jabari Parker,1995-03-15,0,2014-15,19,MIL,NBA,PF,25,25,738,6.3,12.8,.490,0.2,0.8,.250,6.1,12.0,.506,2.2,3.2,.697,2.4,4.3,6.7,2.0,1.5,0.2,2.3,2.0,15.0
Kostas Papanikolaou,1990-07-31,0,2014-15,24,HOU,NBA,SF,43,1,795,3.1,8.9,.350,1.4,4.8,.292,1.7,4.1,.418,0.6,0.8,.722,1.8,3.6,5.3,3.8,1.3,0.6,2.5,3.2,8.2
Georgios Papagiannis,1997-07-03,0,2016-17,19,SAC,NBA,C,22,0,355,5.7,10.3,.549,0.0,0.2,.000,5.7,10.1,.560,1.2,1.4,.857,2.4,6.3,8.7,2.0,0.3,1.7,2.4,4.5,12.6
Anthony Parker,1975-06-19,0,2009-10,34,CLE,NBA,SG,81,81,2289,3.2,7.5,.434,1.7,4.1,.414,1.5,3.4,.458,1.2,1.5,.789,0.5,3.2,3.6,2.5,1.0,0.3,1.1,2.4,9.4
Luke Babbitt,1989-06-20,0,2013-14,24,NOP,NBA,PF,27,2,473,4.6,11.7,.390,2.7,7.2,.379,1.8,4.5,.407,1.1,1.4,.778,1.4,5.3,6.7,2.2,0.5,0.8,1.1,4.0,12.9
Luke Babbitt,1989-06-20,0,2014-15,25,NOP,NBA,SF,63,19,830,4.0,8.3,.479,2.6,5.0,.513,1.4,3.3,.429,0.6,0.8,.684,0.5,4.3,4.8,1.0,0.7,0.5,1.1,2.7,11.1
Luke Babbitt,1989-06-20,0,2015-16,26,NOP,NBA,SF,47,13,845,5.2,12.3,.422,1.9,4.6,.404,3.3,7.7,.433,1.7,2.1,.780,1.1,5.2,6.3,2.3,0.5,0.3,1.0,3.8,13.9
Jannero Pargo,1979-10-22,0,2009-10,30,CHI,NBA,PG,63,5,829,5.7,16.5,.346,1.7,6.0,.275,4.1,10.6,.387,1.8,2.0,.933,0.4,3.0,3.4,3.9,1.3,0.1,2.2,3.0,14.9
Marcus Paige,1993-09-11,0,2017-18,24,CHO,NBA,PG,5,0,28,5.1,18.0,.286,2.6,10.3,.250,2.6,7.7,.333,2.6,2.6,1.000,0.0,5.1,5.1,3.9,0.0,0.0,0.0,0.0,15.4
Sam Young,1985-06-01,0,2011-12,26,PHI,NBA,SF,14,0,135,3.5,11.7,.295,1.3,2.1,.625,2.1,9.6,.222,2.4,3.7,.643,1.6,4.0,5.6,1.6,1.6,1.1,1.9,2.9,10.7
Sam Young,1985-06-01,0,2012-13,27,IND,NBA,SG,56,3,693,3.0,7.7,.392,0.8,2.7,.308,2.2,5.0,.438,1.2,2.2,.535,1.4,5.0,6.4,2.2,0.8,0.4,1.7,3.2,8.1
