Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCount,On-Off,BadPass,LostBall,FoulShooting,FoulOffensive,DrawnShooting,DrawnOffensive,PGA,And1,Blkd
Drew Gooden,1981-09-24,0,2012-13,31,MIL,NBA,C,16,151,,,,25%,75%,-7.2,-5.5,8,0,10,1,8,2,14,1,8
Drew Gooden,1981-09-24,0,2013-14,32,WAS,NBA,C,22,395,,,,25%,75%,-3.8,-5.6,4,5,35,3,14,5,33,3,9
Eric Maynor,1987-06-11,1,2010-11,23,OKC,NBA,PG,17,220,96%,4%,,,,+0.7,-1.7,9,4,6,2,10,0,88,1,8
Wesley Matthews,1986-10-14,0,2019-20,33,MIL,NBA,SG,67,1635,3%,75%,22%,,,+13.1,+5.8,20,16,36,3,27,28,222,4,19
Wesley Matthews,1986-10-14,0,2020-21,34,LAL,NBA,SG,58,1130,8%,63%,29%,1%,,+2.0,-0.9,20,4,42,1,14,23,129,2,3
Wesley Matthews,1986-10-14,1,2009-10,23,UTA,NBA,SG,10,371,,97%,3%,,,-1.0,+3.0,7,7,15,0,18,8,35,2,12
Luc Mbah a Moute,1986-09-09,1,2009-10,23,MIL,NBA,PF,7,178,,,4%,92%,4%,-4.2,-0.1,3,0,2,3,12,0,12,4,4
Luc Mbah a Moute,1986-09-09,1,2012-13,26,MIL,NBA,SF,4,136,,7%,92%,1%,,-20.3,-12.7,4,0,5,0,9,0,16,0,1
Luc Mbah a Moute,1986-09-09,1,2015-16,29,LAC,NBA,PF,5,78,,,81%,18%,,-7.7,-10.5,0,0,5,1,1,0,2,1,1
Marcin Gortat,1984-02-17,0,2017-18,33,WAS,NBA,C,82,2075,,,,1%,99%,+2.2,+3.0,35,12,80,30,74,6,361,16,53
Marcin Gortat,1984-02-17,0,2018-19,34,LAC,NBA,C,47,751,,,,,100%,-6.3,-9.0,21,7,42,18,20,8,148,4,16
Marcin Gortat,1984-02-17,1,2009-10,25,ORL,NBA,C,14,212,,,,16%,84%,+10.5,+0.5,2,0,18,1,3,2,21,1,1
Rudy Gobert,1992-06-26,0,2017-18,25,UTA,NBA,C,56,1816,,,,,100%,+9.0,+7.8,28,38,74,26,133,6,190,40,49
Rudy Gobert,1992-06-26,0,2018-19,26,UTA,NBA,C,81,2577,,,,,100%,+6.8,+4.3,30,41,120,33,230,24,393,49,56
Rudy Gobert,1992-06-26,0,2019-20,27,UTA,NBA,C,68,2333,,,,,100%,+5.9,+10.9,30,36,110,35,181,14,251,34,51
Eric Gordon,1988-12-25,0,2019-20,31,HOU,NBA,SF,36,1016,,17%,69%,14%,,+0.3,-3.8,15,16,35,5,50,4,144,15,29
Eric Gordon,1988-12-25,0,2020-21,32,HOU,NBA,SG,27,789,44%,53%,3%,,,-4.7,+4.4,24,13,23,8,50,0,173,10,19
Eric Gordon,1988-12-25,1,2014-15,26,NOP,NBA,SG,4,143,57%,40%,4%,,,-16.7,-32.6,6,4,3,0,4,0,33,2,3
Aaron Gordon,1995-09-16,1,2020-21,25,DEN,NBA,PF,10,299,,,,100%,,-8.0,-5.3,4,3,9,6,13,0,52,3,11
Drew Gooden,1981-09-24,0,2014-15,33,WAS,NBA,PF,51,864,,,,96%,4%,-0.4,-1.7,17,4,51,3,19,15,102,2,15
Drew Gooden,1981-09-24,0,2015-16,34,WAS,NBA,PF,30,305,,,,70%,30%,-13.2,-13.8,7,3,23,0,6,0,31,2,6
Drew Gooden,1981-09-24,1,2013-14,32,WAS,NBA,C,10,146,,,,56%,44%,+15.6,+20.2,1,1,19,1,3,4,8,0,0
Wesley Matthews,1986-10-14,1,2010-11,24,POR,NBA,SG,6,202,9%,91%,,,,-8.6,-6.7,4,1,5,2,9,2,14,1,1
Wesley Matthews,1986-10-14,1,2013-14,27,POR,NBA,SG,11,426,,77%,23%,,,-6.2,+2.5,4,12,16,6,14,8,30,0,6
Luc Mbah a Moute,1986-09-09,1,2016-17,30,LAC,NBA,SF,7,224,,,47%,53%,,-5.5,-10.2,1,1,6,1,8,0,17,0,4
Luc Mbah a Moute,1986-09-09,1,2017-18,31,HOU,NBA,PF,9,149,,,10%,73%,17%,-22.4,-29.9,1,3,4,0,4,0,9,3,6
Marcin Gortat,1984-02-17,1,2013-14,29,WAS,NBA,C,11,382,,,,,100%,+5.2,+15.1,5,6,6,2,14,1,36,1,6
Marcin Gortat,1984-02-17,1,2014-15,30,WAS,NBA,C,10,307,,,,,100%,+3.6,-1.5,5,5,10,5,10,4,50,4,4
Marcin Gortat,1984-02-17,1,2016-17,32,WAS,NBA,C,13,409,,,,13%,87%,+5.6,+17.7,4,5,20,5,9,2,55,3,3
Rudy Gobert,1992-06-26,0,2020-21,28,UTA,NBA,C,71,2187,,,,,100%,+16.6,+19.1,26,37,81,27,182,14,233,43,41
Rudy Gobert,1992-06-26,1,2016-17,24,UTA,NBA,C,9,246,,,,,100%,-10.4,-11.0,2,5,12,2,22,1,28,5,4
Rudy Gobert,1992-06-26,1,2017-18,25,UTA,NBA,C,11,383,,,,,100%,-3.6,-6.8,6,6,14,6,20,0,29,1,12
Eric Gordon,1988-12-25,1,2016-17,28,HOU,NBA,SG,11,358,,13%,87%,1%,,+6.4,+14.6,8,3,12,1,6,0,51,2,10
Eric Gordon,1988-12-25,1,2017-18,29,HOU,NBA,SG,17,549,46%,54%,,,,-1.0,-8.7,10,7,18,4,27,1,69,4,15
Eric Gordon,1988-12-25,1,2018-19,30,HOU,NBA,SG,11,410,,18%,73%,9%,,+0.7,-11.5,15,7,8,2,15,0,38,7,7
Drew Gooden,1981-09-24,1,2014-15,33,WAS,NBA,PF,10,178,,,,99%,1%,+9.2,+7.9,12,0,8,0,4,0,20,1,4
Wesley Matthews,1986-10-14,1,2015-16,29,DAL,NBA,SF,5,173,,16%,84%,,,-30.8,-42.3,3,0,5,0,6,2,12,0,4
Wesley Matthews,1986-10-14,1,2018-19,32,IND,NBA,SG,4,119,,98%,2%,,,-2.5,+9.9,5,2,1,0,1,3,20,0,0
Wesley Matthews,1986-10-14,1,2019-20,33,MIL,NBA,SG,10,246,2%,78%,20%,,,+1.5,+0.6,4,2,12,1,4,5,23,0,0
Marcin Gortat,1984-02-17,1,2017-18,33,WAS,NBA,C,6,160,,,,,100%,+0.1,+6.2,3,1,10,1,4,1,13,1,8
Rudy Gobert,1992-06-26,1,2018-19,26,UTA,NBA,C,5,152,,,,,100%,-15.3,-17.0,4,2,11,3,10,0,17,1,4
Rudy Gobert,1992-06-26,1,2019-20,27,UTA,NBA,C,7,270,,,,,100%,+5.6,+8.6,4,1,12,3,17,2,19,6,8
Rudy Gobert,1992-06-26,1,2020-21,28,UTA,NBA,C,11,376,,,,,100%,+4.1,+15.3,5,5,22,6,29,2,23,4,6
Eric Gordon,1988-12-25,1,2019-20,31,HOU,NBA,SF,12,410,,45%,50%,5%,,-4.4,-20.5,7,12,11,3,17,5,99,2,12
Wesley Matthews,1986-10-14,1,2020-21,34,LAL,NBA,SG,6,110,,13%,75%,12%,,-14.4,-11.4,0,0,4,0,2,4,5,0,1
Mindaugas Kuzminskas,1989-10-19,0,2016-17,27,NYK,NBA,SF,68,1016,,1%,81%,17%,,-1.1,+3.8,17,15,41,6,31,1,163,6,34
Mindaugas Kuzminskas,1989-10-19,0,2017-18,28,NYK,NBA,SF,1,2,,,,100%,,0.0,+3.9,0,0,0,0,0,0,0,0,1
Ognjen Kuzmić,1990-05-16,0,2013-14,23,GSW,NBA,C,21,92,,,,,100%,-28.8,-34.6,5,1,8,2,3,0,6,0,1
Mickell Gladness,1986-07-26,0,2011-12,25,TOT,NBA,PF,26,252,,,8%,57%,35%,-12.9,-11.0,1,4,27,0,7,0,11,2,7
Rodions Kurucs,1998-02-05,0,2018-19,20,BRK,NBA,SF,63,1294,,5%,33%,59%,3%,-0.5,-0.6,26,22,62,17,38,5,123,5,42
Kyle Kuzma,1995-07-24,0,2017-18,22,LAL,NBA,PF,77,2401,,,20%,79%,1%,-2.2,-1.8,50,40,80,19,92,6,331,19,54
Ognjen Kuzmić,1990-05-16,0,2014-15,24,GSW,NBA,C,16,72,,,,,100%,-23.3,-34.7,3,0,10,1,1,0,15,0,0
Ognjen Kuzmić,1990-05-16,1,2013-14,23,GSW,NBA,C,3,8,,,,,100%,-19.5,-16.4,0,0,2,0,0,0,0,0,0
Manu Ginóbili,1977-07-28,0,2009-10,32,SAS,NBA,SG,75,2150,2%,65%,33%,1%,,+8.7,+6.7,101,31,61,12,124,38,817,31,47
Mickell Gladness,1986-07-26,0,2011-12,25,MIA,NBA,PF,8,28,,,,63%,37%,-24.3,-31.3,0,3,5,0,0,0,5,0,0
Mickell Gladness,1986-07-26,0,2011-12,25,GSW,NBA,PF,18,224,,,9%,57%,35%,-11.5,-8.5,1,1,22,0,7,0,6,2,7
Rodions Kurucs,1998-02-05,0,2019-20,21,BRK,NBA,PF,47,684,,,,82%,18%,-2.0,-1.7,19,13,37,6,12,7,131,2,14
Rodions Kurucs,1998-02-05,0,2020-21,22,TOT,NBA,"PF,SF",21,125,,,4%,61%,35%,-0.2,+2.5,7,5,8,1,0,0,25,0,2
Robert Franks,1996-12-18,0,2020-21,24,ORL,NBA,PF,7,101,,,,85%,15%,-14.4,-5.6,0,1,6,0,6,2,12,1,1
Kyle Kuzma,1995-07-24,0,2018-19,23,LAL,NBA,PF,70,2314,,,3%,83%,15%,-1.2,+1.5,47,37,72,25,101,10,418,22,68
Kyle Kuzma,1995-07-24,0,2019-20,24,LAL,NBA,PF,61,1526,,,9%,88%,4%,+5.7,-0.2,36,21,73,17,77,10,194,18,22
Kyle Kuzma,1995-07-24,0,2020-21,25,LAL,NBA,SF,68,1954,,,52%,48%,,-1.1,-8.5,41,28,66,21,47,9,304,13,24
Nenad Krstić,1983-07-25,0,2009-10,26,OKC,NBA,C,76,1741,,,,,100%,+3.0,-2.2,15,17,117,13,55,15,120,12,25
Viacheslav Kravtsov,1987-08-25,0,2012-13,25,DET,NBA,C,25,224,,,,,100%,-3.1,+1.3,2,3,17,6,16,1,23,3,6
Jamaal Franklin,1991-07-21,0,2013-14,22,MEM,NBA,SG,21,161,52%,48%,,,,+5.9,+4.0,5,1,10,1,1,1,15,0,3
Kosta Koufos,1989-02-24,0,2009-10,20,UTA,NBA,C,36,172,,,,32%,68%,-15.5,-22.1,5,4,15,3,8,0,13,3,7
De'Aaron Fox,1997-12-20,0,2017-18,20,SAC,NBA,PG,73,2026,97%,3%,,,,-10.4,-5.8,102,52,80,5,96,12,755,25,64
Manu Ginóbili,1977-07-28,0,2010-11,33,SAS,NBA,SG,80,2426,,58%,41%,1%,,+11.4,+13.2,105,46,63,10,146,28,899,33,49
Manu Ginóbili,1977-07-28,0,2011-12,34,SAS,NBA,SG,34,792,6%,87%,7%,,,+15.1,+9.7,44,18,24,1,36,8,333,7,14
Manu Ginóbili,1977-07-28,0,2012-13,35,SAS,NBA,SG,60,1393,3%,76%,21%,,,+7.9,+1.7,82,34,53,5,85,14,626,22,26
Randy Foye,1983-09-24,0,2009-10,26,WAS,NBA,PG,70,1667,70%,28%,2%,,,-8.1,-4.5,56,23,58,10,52,10,511,6,26
Courtney Fortson,1988-05-23,0,2011-12,23,TOT,NBA,PG,10,95,100%,,,,,-20.6,-22.5,4,6,2,0,6,0,23,3,4
Trent Forrest,1998-06-12,0,2020-21,22,UTA,NBA,PG,30,302,97%,3%,,,,-5.8,-16.8,10,6,9,2,9,0,119,1,3
Rodions Kurucs,1998-02-05,0,2020-21,22,BRK,NBA,PF,5,16,,,,10%,91%,-18.5,-23.6,0,0,0,0,0,0,5,0,0
Rodions Kurucs,1998-02-05,0,2020-21,22,HOU,NBA,SF,11,75,,,7%,54%,39%,-2.4,+5.8,5,3,5,1,0,0,9,0,1
Rodions Kurucs,1998-02-05,0,2020-21,22,MIL,NBA,SF,5,34,,,,100%,,+13.0,+7.5,2,2,3,0,0,0,11,0,1
Evan Fournier,1992-10-29,0,2012-13,20,DEN,NBA,SG,38,428,18%,57%,23%,2%,,+7.3,+2.4,18,8,26,1,20,1,96,5,21
Kyle Kuzma,1995-07-24,1,2019-20,24,LAL,NBA,PF,21,484,,,30%,70%,1%,+2.4,-10.2,6,6,32,6,18,2,42,3,8
Kyle Kuzma,1995-07-24,1,2020-21,25,LAL,NBA,SF,6,129,,,33%,62%,5%,-5.4,+4.1,2,2,2,2,4,0,16,1,4
Nenad Krstić,1983-07-25,0,2010-11,27,TOT,NBA,C,71,1571,,,,,100%,+1.1,-5.0,14,16,97,9,69,8,62,10,35
Nenad Krstić,1983-07-25,0,2010-11,27,OKC,NBA,C,47,1018,,,,,100%,-1.5,-7.6,7,11,60,5,31,5,43,8,18
Nenad Krstić,1983-07-25,0,2010-11,27,BOS,NBA,C,24,553,,,,,100%,+5.9,-0.2,7,5,37,4,38,3,19,2,17
Viacheslav Kravtsov,1987-08-25,0,2013-14,26,PHO,NBA,C,20,59,,,,16%,84%,-34.1,-37.2,1,2,5,1,2,0,3,0,3
Jamaal Franklin,1991-07-21,0,2014-15,23,DEN,NBA,SG,3,13,,87%,14%,,,-34.7,-31.0,2,0,2,1,0,0,7,0,0
Jamaal Franklin,1991-07-21,1,2013-14,22,MEM,NBA,SG,2,4,,100%,,,,+73.8,+80.0,0,0,0,0,0,0,0,0,0
Jeff Foster,1977-01-16,0,2009-10,33,IND,NBA,C,16,255,,,,,100%,-0.7,+2.6,5,4,26,3,4,3,51,3,3
T.J. Ford,1983-03-24,0,2009-10,26,IND,NBA,PG,47,1189,100%,,,,,-7.3,-5.9,55,22,39,5,57,9,421,8,20
Kosta Koufos,1989-02-24,0,2010-11,21,TOT,NBA,C,50,434,,,,10%,90%,-5.6,-1.5,10,9,37,6,18,1,15,4,15
Kosta Koufos,1989-02-24,0,2010-11,21,MIN,NBA,C,39,336,,,,5%,96%,-8.7,-1.8,6,8,28,6,9,0,15,1,12
Kosta Koufos,1989-02-24,0,2010-11,21,DEN,NBA,C,11,98,,,,30%,70%,+4.8,-0.3,4,1,9,0,9,1,0,3,3
Kosta Koufos,1989-02-24,0,2011-12,22,DEN,NBA,C,48,792,,,,9%,91%,+6.7,+4.5,8,13,49,7,23,2,33,3,19
De'Aaron Fox,1997-12-20,0,2018-19,21,SAC,NBA,PG,81,2546,95%,5%,,,,+1.1,+5.7,144,56,79,13,193,45,1400,52,80
De'Aaron Fox,1997-12-20,0,2019-20,22,SAC,NBA,PG,51,1634,98%,2%,,,,-4.2,-4.0,83,53,53,16,169,23,884,35,48
De'Aaron Fox,1997-12-20,0,2020-21,23,SAC,NBA,PG,58,2036,98%,2%,,,,-4.5,-2.1,90,68,64,8,216,23,1003,53,64
Manu Ginóbili,1977-07-28,0,2013-14,36,SAS,NBA,SG,68,1550,2%,93%,5%,,,+12.8,+7.7,109,17,64,4,66,27,667,13,32
Manu Ginóbili,1977-07-28,0,2014-15,37,SAS,NBA,SG,70,1587,1%,66%,32%,,,+9.2,+4.5,107,35,46,6,76,19,675,16,37
Manu Ginóbili,1977-07-28,0,2015-16,38,SAS,NBA,SG,58,1134,1%,86%,13%,,,+14.5,+4.3,70,20,28,6,34,19,396,5,22
Randy Foye,1983-09-24,0,2010-11,27,LAC,NBA,SG,63,1551,10%,85%,5%,,,-6.4,-4.5,48,21,72,12,44,12,378,8,25
Randy Foye,1983-09-24,0,2011-12,28,LAC,NBA,SG,65,1682,1%,84%,15%,,,+1.9,-2.1,41,16,61,10,33,10,328,8,34
Randy Foye,1983-09-24,0,2012-13,29,UTA,NBA,SG,82,2249,11%,89%,,,,-2.6,-5.5,54,15,89,10,33,10,365,6,32
Courtney Fortson,1988-05-23,0,2011-12,23,LAC,NBA,PG,4,46,100%,,,,,-40.1,-43.6,3,2,1,0,3,0,11,1,2
Courtney Fortson,1988-05-23,0,2011-12,23,HOU,NBA,PG,6,49,100%,,,,,-2.3,-2.6,1,4,1,0,3,0,12,2,2
Trent Forrest,1998-06-12,1,2020-21,22,UTA,NBA,PG,4,10,100%,,,,,-63.1,-63.7,0,0,0,0,0,0,0,0,0
Rodions Kurucs,1998-02-05,1,2018-19,20,BRK,NBA,SF,4,68,,,42%,30%,28%,-19.9,-13.5,1,1,3,0,4,0,6,1,3
Rodions Kurucs,1998-02-05,1,2019-20,21,BRK,NBA,PF,4,58,,,,33%,68%,-43.5,-32.5,0,1,5,2,1,1,9,0,0
Evan Fournier,1992-10-29,0,2013-14,21,DEN,NBA,SG,76,1503,5%,57%,37%,1%,,+0.4,+4.1,40,26,76,15,48,7,256,12,28
Evan Fournier,1992-10-29,0,2014-15,22,ORL,NBA,SG,58,1661,,51%,47%,2%,,-4.4,+2.8,31,27,44,7,65,7,280,15,37
Evan Fournier,1992-10-29,0,2015-16,23,ORL,NBA,SF,79,2566,1%,51%,48%,1%,,-3.1,-4.2,58,41,86,12,101,17,468,24,70
Keldon Johnson,1999-10-11,0,2019-20,20,SAS,NBA,SF,17,301,,8%,76%,15%,,+10.7,+13.1,1,6,12,2,20,0,37,4,5
Nenad Krstić,1983-07-25,1,2009-10,26,OKC,NBA,C,6,129,,,,,100%,-18.9,-30.0,3,1,6,0,8,0,11,2,3
Nenad Krstić,1983-07-25,1,2010-11,27,BOS,NBA,C,7,56,,,,,100%,-18.8,-22.9,0,2,6,1,2,1,4,1,0
Jeff Foster,1977-01-16,0,2010-11,34,IND,NBA,C,56,940,,,,5%,95%,+3.2,+6.1,11,7,71,6,18,11,111,4,14
Jeff Foster,1977-01-16,0,2011-12,35,IND,NBA,C,11,141,,,,,100%,+7.1,+4.1,6,0,15,0,5,1,9,1,1
Jeff Foster,1977-01-16,1,2010-11,34,IND,NBA,C,5,93,,,,,100%,+7.7,+25.5,4,0,10,1,5,0,10,2,1
T.J. Ford,1983-03-24,0,2010-11,27,IND,NBA,PG,41,773,100%,,,,,-1.2,+0.3,38,17,30,5,22,5,349,4,16
T.J. Ford,1983-03-24,0,2011-12,28,SAS,NBA,PG,14,191,100%,,,,,+9.9,+2.1,12,9,9,2,5,2,107,1,0
T.J. Ford,1983-03-24,1,2010-11,27,IND,NBA,PG,2,14,100%,,,,,+23.7,+33.8,2,0,0,0,0,0,4,0,0
Kosta Koufos,1989-02-24,0,2012-13,23,DEN,NBA,C,81,1817,,,,8%,92%,+8.4,+5.7,16,15,149,16,46,0,77,14,38
Kosta Koufos,1989-02-24,0,2013-14,24,MEM,NBA,C,80,1349,,,,11%,89%,+2.6,+0.8,16,19,94,18,47,2,85,10,34
Kosta Koufos,1989-02-24,0,2014-15,25,MEM,NBA,C,81,1348,,,,17%,83%,+4.6,+1.8,16,19,63,20,36,4,82,4,22
Manu Ginóbili,1977-07-28,0,2016-17,39,SAS,NBA,SG,69,1291,1%,65%,34%,,,+10.1,+3.2,70,20,38,3,34,19,429,11,19
Manu Ginóbili,1977-07-28,0,2017-18,40,SAS,NBA,SG,65,1299,,43%,55%,2%,,+1.1,-2.7,76,21,39,3,45,15,373,13,25
Manu Ginóbili,1977-07-28,1,2009-10,32,SAS,NBA,SG,10,352,,62%,38%,,,-3.8,+2.0,19,4,12,5,15,4,129,4,10
Randy Foye,1983-09-24,0,2013-14,30,DEN,NBA,SG,81,2485,17%,72%,11%,,,-3.1,-2.6,94,32,92,11,64,14,648,11,43
Randy Foye,1983-09-24,0,2014-15,31,DEN,NBA,SG,50,1087,4%,74%,21%,1%,,-5.0,-1.6,42,13,42,3,22,6,270,5,17
Randy Foye,1983-09-24,0,2015-16,32,TOT,NBA,SG,81,1642,12%,45%,41%,3%,,+1.4,+1.3,59,15,74,4,32,9,372,6,26
Evan Fournier,1992-10-29,0,2016-17,24,ORL,NBA,SG,68,2234,,87%,13%,,,-4.9,+4.6,64,54,65,10,110,10,458,30,63
Evan Fournier,1992-10-29,0,2017-18,25,ORL,NBA,SF,57,1837,,7%,89%,4%,,-3.5,+2.8,40,29,65,10,64,4,391,14,46
Evan Fournier,1992-10-29,0,2018-19,26,ORL,NBA,SG,81,2553,,90%,10%,,,+1.9,+2.3,94,34,93,11,70,17,701,30,48
Keldon Johnson,1999-10-11,0,2020-21,21,SAS,NBA,SF,69,1968,,6%,83%,12%,,-4.1,-5.4,29,27,74,11,108,3,280,31,66
Kosta Koufos,1989-02-24,0,2015-16,26,SAC,NBA,C,78,1482,,,,,100%,-6.9,-6.6,11,13,104,16,50,4,80,12,30
Kosta Koufos,1989-02-24,0,2016-17,27,SAC,NBA,C,71,1419,,,,1%,100%,-4.4,-0.7,19,23,89,17,34,3,109,10,28
Kosta Koufos,1989-02-24,0,2017-18,28,SAC,NBA,C,71,1391,,,,1%,99%,-8.6,-1.5,11,14,60,15,34,3,208,7,23
Manu Ginóbili,1977-07-28,1,2010-11,33,SAS,NBA,SG,5,174,,52%,48%,,,+4.5,+20.3,10,5,7,2,13,1,45,3,1
Manu Ginóbili,1977-07-28,1,2011-12,34,SAS,NBA,SG,14,390,2%,92%,6%,,,+3.0,-10.3,25,10,13,7,22,5,131,6,13
Manu Ginóbili,1977-07-28,1,2012-13,35,SAS,NBA,SG,21,560,3%,68%,29%,,,+7.7,+0.7,36,12,19,5,29,3,248,5,8
Randy Foye,1983-09-24,0,2015-16,32,DEN,NBA,SG,54,1070,,33%,63%,4%,,-1.5,+2.2,42,8,49,2,21,7,257,5,21
Randy Foye,1983-09-24,0,2015-16,32,OKC,NBA,SG,27,572,34%,66%,,,,+6.9,-0.4,17,7,25,2,11,2,115,1,5
Randy Foye,1983-09-24,0,2016-17,33,BRK,NBA,SG,69,1284,12%,78%,10%,,,-7.3,-1.4,52,16,46,3,22,3,332,1,18
Evan Fournier,1992-10-29,0,2019-20,27,ORL,NBA,SF,66,2076,,31%,64%,5%,,-1.9,-2.1,52,40,51,19,89,16,470,25,30
Evan Fournier,1992-10-29,0,2020-21,28,TOT,NBA,"SF,SG",42,1259,1%,22%,69%,7%,,-1.8,+4.4,35,27,51,4,58,7,352,17,28
Kosta Koufos,1989-02-24,0,2018-19,29,SAC,NBA,C,42,502,,,,,100%,-0.8,+0.1,10,7,40,9,12,1,94,3,8
Kosta Koufos,1989-02-24,1,2009-10,20,UTA,NBA,C,9,31,,,,29%,71%,+11.6,+14.1,0,1,1,0,0,0,0,0,2
Kosta Koufos,1989-02-24,1,2010-11,21,DEN,NBA,C,1,2,,,,,100%,+33.3,+39.1,0,0,0,0,0,0,0,0,0
Manu Ginóbili,1977-07-28,1,2013-14,36,SAS,NBA,SG,23,586,4%,94%,3%,,,+15.7,+12.1,29,15,21,4,31,11,217,4,8
Manu Ginóbili,1977-07-28,1,2014-15,37,SAS,NBA,SG,7,131,,73%,27%,,,-4.1,-8.0,9,4,3,1,7,5,79,2,4
Manu Ginóbili,1977-07-28,1,2015-16,38,SAS,NBA,SG,10,192,4%,96%,,,,+15.9,+10.0,4,3,12,0,5,3,59,0,1
Randy Foye,1983-09-24,1,2011-12,28,LAC,NBA,SG,11,291,,82%,18%,,,-15.2,-22.6,5,4,12,1,5,0,36,0,3
Randy Foye,1983-09-24,1,2015-16,32,OKC,NBA,SG,16,190,59%,41%,,,,-1.9,-9.0,3,6,8,2,1,2,30,0,1
Evan Fournier,1992-10-29,0,2020-21,28,ORL,NBA,SF,26,787,1%,20%,75%,4%,,-4.2,+6.2,23,22,26,3,51,5,229,13,22
Evan Fournier,1992-10-29,0,2020-21,28,BOS,NBA,SG,16,472,,26%,60%,14%,,+2.2,+1.4,12,5,25,1,7,2,123,4,6
Evan Fournier,1992-10-29,1,2012-13,20,DEN,NBA,SG,4,53,,7%,93%,1%,,-7.2,-2.9,1,3,1,0,3,1,9,0,2
Kosta Koufos,1989-02-24,1,2011-12,22,DEN,NBA,C,3,26,,,,10%,90%,-43.1,-47.3,0,0,2,2,0,0,0,0,1
Kosta Koufos,1989-02-24,1,2012-13,23,DEN,NBA,C,6,100,,,,19%,81%,-21.4,-25.6,0,0,5,2,3,0,9,0,4
Kosta Koufos,1989-02-24,1,2013-14,24,MEM,NBA,C,7,45,,,,13%,87%,+2.3,+8.8,0,1,2,1,0,0,5,0,2
Manu Ginóbili,1977-07-28,1,2016-17,39,SAS,NBA,SG,16,284,,58%,41%,1%,,+0.7,0.0,9,3,12,0,14,2,91,5,4
Manu Ginóbili,1977-07-28,1,2017-18,40,SAS,NBA,SG,5,107,2%,64%,33%,,,-2.3,+12.8,4,1,7,1,4,1,38,0,2
Evan Fournier,1992-10-29,1,2018-19,26,ORL,NBA,SG,5,175,,100%,,,,-27.7,-45.0,5,2,4,2,3,2,26,0,4
Evan Fournier,1992-10-29,1,2019-20,27,ORL,NBA,SF,5,171,,44%,52%,4%,,-13.8,-19.8,5,2,5,0,6,3,33,1,1
Evan Fournier,1992-10-29,1,2020-21,28,BOS,NBA,SG,5,167,,14%,81%,5%,,-16.0,-7.9,2,3,13,0,7,0,17,4,4
Kosta Koufos,1989-02-24,1,2014-15,25,MEM,NBA,C,11,127,,,,37%,63%,-9.7,-12.3,0,0,8,1,2,0,8,1,1
JaJuan Johnson,1989-02-08,0,2011-12,22,BOS,NBA,PF,36,298,,,,86%,14%,-6.0,-9.9,3,5,14,3,4,2,14,1,6
Dakari Johnson,1995-09-22,0,2017-18,22,OKC,NBA,C,31,161,,,,,100%,+10.2,+7.2,1,0,14,2,6,2,21,0,4
Chris Johnson,1990-04-29,0,2012-13,22,MEM,NBA,SF,8,102,,31%,67%,3%,,+17.7,+13.3,2,0,3,0,1,0,4,0,3
Ivan Johnson,1984-04-10,0,2011-12,27,ATL,NBA,PF,56,934,,,4%,64%,33%,+2.7,-1.6,27,17,54,13,52,10,72,20,42
Dakari Johnson,1995-09-22,1,2017-18,22,OKC,NBA,C,2,3,,,,,100%,+120.0,+126.2,0,0,0,0,0,0,0,0,0
Joe Johnson,1981-06-29,0,2009-10,28,ATL,NBA,SG,76,2886,,76%,24%,,,+6.1,+3.7,69,47,56,10,95,9,847,17,52
Chris Johnson,1990-04-29,0,2013-14,23,BOS,NBA,SF,40,789,2%,56%,42%,,,-0.5,+5.7,7,7,28,2,18,3,72,2,14
Chris Johnson,1990-04-29,0,2014-15,24,TOT,NBA,SF,29,526,,25%,67%,8%,,-2.6,+0.6,7,2,20,1,6,6,32,1,10
Chris Johnson,1990-04-29,0,2014-15,24,PHI,NBA,SF,9,187,,10%,80%,10%,,-3.9,+5.8,6,2,11,0,4,3,6,1,4
Ivan Johnson,1984-04-10,0,2012-13,28,ATL,NBA,PF,69,1035,,,26%,71%,3%,-0.3,-1.1,34,23,62,8,66,10,107,18,45
Ivan Johnson,1984-04-10,1,2011-12,27,ATL,NBA,PF,5,54,,,,74%,26%,-12.7,-9.5,0,3,2,0,3,0,0,1,5
Ivan Johnson,1984-04-10,1,2012-13,28,ATL,NBA,PF,6,108,,,32%,68%,,-1.5,+7.0,2,3,8,1,6,4,8,0,5
James Johnson,1987-02-20,0,2009-10,22,CHI,NBA,PF,65,757,,,4%,84%,11%,-8.8,-8.9,15,15,66,9,37,4,107,12,16
Chris Johnson,1985-07-15,0,2010-11,25,TOT,NBA,C,14,138,,,,38%,62%,-20.0,-23.2,3,3,17,1,10,0,6,2,2
Julian Washburn,1991-12-18,0,2018-19,27,MEM,NBA,SF,18,254,,18%,72%,10%,,-2.5,+0.1,2,2,7,0,1,1,33,0,1
Willie Warren,1989-10-22,0,2010-11,21,LAC,NBA,PG,19,134,87%,13%,,,,+7.4,+11.5,6,0,8,1,3,1,65,0,4
Joe Johnson,1981-06-29,0,2010-11,29,ATL,NBA,SG,72,2554,,66%,34%,,,+1.3,+6.3,62,39,55,20,92,5,780,22,50
Joe Johnson,1981-06-29,0,2011-12,30,ATL,NBA,SG,60,2127,,62%,38%,,,+5.5,+5.0,60,34,28,10,56,4,527,9,23
